INDEX,OFFSET_HEX,LENGTH,TYPE,ENCODING,TEXT,HEX_BYTES
414,0x0051FA4C,20,DEF,FF7,4x-M,14 58 0D 2D FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
415,0x0051FA60,20,DEF,FF7,Absorb MP,21 42 53 4F 52 42 00 2D 30 FF 00 00 00 00 00 00 00 00 00 00
416,0x0051FA74,20,DEF,FF7,Absorb HP,21 42 53 4F 52 42 00 28 30 FF 00 00 00 00 00 00 00 00 00 00
417,0x0051FA9C,20,DEF,FF7,Steal as well,33 54 45 41 4C 00 41 53 00 57 45 4C 4C FF 00 00 00 00 00 00
418,0x0051FAB0,20,DEF,FF7,Extra cut,25 58 54 52 41 00 43 55 54 FF 00 00 00 00 00 00 00 00 00 00
419,0x0051FAC4,20,DEF,FF7,Turbo MP,34 55 52 42 4F 00 2D 30 FF 00 00 00 00 00 00 00 00 00 00 00
420,0x0051FAD8,20,DEF,FF7,Nothing.,2E 4F 54 48 49 4E 47 0E FF 00 00 00 00 00 00 00 00 00 00 00
421,0x0051FAEC,20,DEF,FF7,Not enough MP.,2E 4F 54 00 45 4E 4F 55 47 48 00 2D 30 0E FF 00 00 00 00 00
422,0x0051FB68,12,DEF,FF7,Use,35 53 45 FF 00 00 00 00 00 00 00 00
423,0x0051FB74,12,DEF,FF7,Arrange,21 52 52 41 4E 47 45 FF 00 00 00 00
424,0x0051FB80,12,DEF,FF7,Key Items,2B 45 59 00 29 54 45 4D 53 FF 00 00
425,0x0051FB8C,12,DEF,FF7,Customize,23 55 53 54 4F 4D 49 5A 45 FF 00 00
426,0x0051FB98,12,DEF,FF7,Field,26 49 45 4C 44 FF 00 00 00 00 00 00
427,0x0051FBA4,12,DEF,FF7,Battle,22 41 54 54 4C 45 FF 00 00 00 00 00
428,0x0051FBB0,12,DEF,FF7,Throw,34 48 52 4F 57 FF 00 00 00 00 00 00
429,0x0051FBBC,12,DEF,FF7,Type,34 59 50 45 FF 00 00 00 00 00 00 00
430,0x0051FBC8,12,DEF,FF7,Name,2E 41 4D 45 FF 00 00 00 00 00 00 00
431,0x0051FBD4,12,DEF,FF7,Most,2D 4F 53 54 FF 00 00 00 00 00 00 00
432,0x0051FBE0,12,DEF,FF7,Least,2C 45 41 53 54 FF 00 00 00 00 00 00
433,0x0051FBF0,34,DEF,FF7,OK! Got it!,2F 2B 01 00 27 4F 54 00 49 54 01 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
434,0x0051FC12,34,DEF,FF7,I'm not sure but[A9],29 07 4D 00 4E 4F 54 00 53 55 52 45 00 42 55 54 A9 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
435,0x0051FC34,34,DEF,FF7,Don't really care.,24 4F 4E 07 54 00 52 45 41 4C 4C 59 00 43 41 52 45 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
436,0x0051FC56,34,DEF,FF7,Heh! No sweat!,28 45 48 01 00 2E 4F 00 53 57 45 41 54 01 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
437,0x0051FC78,34,DEF,FF7,D-d-d-damn! My head hurts!,24 0D 44 0D 44 0D 44 41 4D 4E 01 00 2D 59 00 48 45 41 44 00 48 55 52 54 53 01 FF 00 00 00 00 00 00 00
438,0x0051FC9A,34,DEF,FF7,Got nuthin' to do with me!,27 4F 54 00 4E 55 54 48 49 4E 07 00 54 4F 00 44 4F 00 57 49 54 48 00 4D 45 01 FF 00 00 00 00 00 00 00
439,0x0051FCBC,34,DEF,FF7,"Hmm, so that's it.",28 4D 4D 0C 00 53 4F 00 54 48 41 54 07 53 00 49 54 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
440,0x0051FCDE,34,DEF,FF7,I'm not too sure but[A9],29 07 4D 00 4E 4F 54 00 54 4F 4F 00 53 55 52 45 00 42 55 54 A9 FF 00 00 00 00 00 00 00 00 00 00 00 00
441,0x0051FD00,34,DEF,FF7,I've got the wrong person.,29 07 56 45 00 47 4F 54 00 54 48 45 00 57 52 4F 4E 47 00 50 45 52 53 4F 4E 0E FF 00 00 00 00 00 00 00
442,0x0051FD22,34,DEF,FF7,This should be okay.,34 48 49 53 00 53 48 4F 55 4C 44 00 42 45 00 4F 4B 41 59 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00
443,0x0051FD44,34,DEF,FF7,Not quite ready yet.,2E 4F 54 00 51 55 49 54 45 00 52 45 41 44 59 00 59 45 54 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00
444,0x0051FD66,34,DEF,FF7,It isn't me.,29 54 00 49 53 4E 07 54 00 4D 45 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
445,0x0051FD88,34,DEF,FF7,"Right, I've got it!",32 49 47 48 54 0C 00 29 07 56 45 00 47 4F 54 00 49 54 01 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00
446,0x0051FDAA,34,DEF,FF7,I don't get it.,29 00 44 4F 4E 07 54 00 47 45 54 00 49 54 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
447,0x0051FDCC,34,DEF,FF7,It has nothing to do with me.,29 54 00 48 41 53 00 4E 4F 54 48 49 4E 47 00 54 4F 00 44 4F 00 57 49 54 48 00 4D 45 0E FF 00 00 00 00
448,0x0051FDEE,34,DEF,FF7,Cool! This should do it!,23 4F 4F 4C 01 00 34 48 49 53 00 53 48 4F 55 4C 44 00 44 4F 00 49 54 01 FF 00 00 00 00 00 00 00 00 00
449,0x0051FE10,34,DEF,FF7,Nope! I don't get it!,2E 4F 50 45 01 00 29 00 44 4F 4E 07 54 00 47 45 54 00 49 54 01 FF 00 00 00 00 00 00 00 00 00 00 00 00
450,0x0051FE32,34,DEF,FF7,"Oh wow, I'm totally clueless!",2F 48 00 57 4F 57 0C 00 29 07 4D 00 54 4F 54 41 4C 4C 59 00 43 4C 55 45 4C 45 53 53 01 FF 00 00 00 00
451,0x0051FE54,34,DEF,FF7,I'm getting less human[A9],29 07 4D 00 47 45 54 54 49 4E 47 00 4C 45 53 53 00 48 55 4D 41 4E A9 FF 00 00 00 00 00 00 00 00 00 00
452,0x0051FE76,34,DEF,FF7,I'm still not ready.,29 07 4D 00 53 54 49 4C 4C 00 4E 4F 54 00 52 45 41 44 59 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00
453,0x0051FE98,34,DEF,FF7,It has nothing to do with me.,29 54 00 48 41 53 00 4E 4F 54 48 49 4E 47 00 54 4F 00 44 4F 00 57 49 54 48 00 4D 45 0E FF 00 00 00 00
454,0x0051FEBA,34,DEF,FF7,Hey I like this! Lemme use it!,28 45 59 00 29 00 4C 49 4B 45 00 54 48 49 53 01 00 2C 45 4D 4D 45 00 55 53 45 00 49 54 01 FF 00 00 00
455,0x0051FEDC,34,DEF,FF7,Hmph. Don't quite get it but[A9],28 4D 50 48 0E 00 24 4F 4E 07 54 00 51 55 49 54 45 00 47 45 54 00 49 54 00 42 55 54 A9 FF 00 00 00 00
456,0x0051FEFE,34,DEF,FF7,Not me! Give it to someone else!,2E 4F 54 00 4D 45 01 00 27 49 56 45 00 49 54 00 54 4F 00 53 4F 4D 45 4F 4E 45 00 45 4C 53 45 01 FF 00
457,0x0051FF20,34,DEF,FF7,It's got nothing to do with me.,29 54 07 53 00 47 4F 54 00 4E 4F 54 48 49 4E 47 00 54 4F 00 44 4F 00 57 49 54 48 00 4D 45 0E FF 00 00
458,0x005206B8,12,DEF,FF7,Cloud,23 4C 4F 55 44 FF 00 00 00 00 00 00
459,0x005206C4,12,DEF,FF7,Barret,22 41 52 52 45 54 FF 00 00 00 00 00
460,0x005206D0,12,DEF,FF7,Tifa,34 49 46 41 FF 00 00 00 00 00 00 00
461,0x005206DC,12,DEF,FF7,Aeris,21 45 52 49 53 FF 00 00 00 00 00 00
462,0x005206E8,12,DEF,FF7,Red XIII,32 45 44 00 38 29 29 29 FF 00 00 00
463,0x005206F4,12,DEF,FF7,Yuffie,39 55 46 46 49 45 FF 00 00 00 00 00
464,0x00520700,12,DEF_FIXED,FF7,Cait Sith,23 41 49 54 00 33 49 54 48 FF 00 00
465,0x0052070C,12,DEF_FIXED,FF7,Vincent,36 49 4E 43 45 4E 54 FF 00 00 00 00
466,0x00520718,12,DEF_FIXED,FF7,Cid,23 49 44 FF 00 00 00 00 00 00 00 00
467,0x00520724,12,DEF_FIXED,FF7,Choco,23 48 4F 43 4F FF 00 00 00 00 00 00
468,0x00520748,8,DEF_FIXED,FF7,Space,33 50 41 43 45 FF 00 00
469,0x00520750,8,DEF_FIXED,FF7,Delete,24 45 4C 45 54 45 FF 00
470,0x00520758,8,DEF_FIXED,FF7,Select,33 45 4C 45 43 54 FF 00
471,0x00520760,8,DEF_FIXED,FF7,Default,24 45 46 41 55 4C 54 FF
472,0x00520768,8,DEF_FIXED,FF7,Cancel,23 41 4E 43 45 4C FF 00
473,0x00520770,1,FF7_CHAR,FF7,A,21
474,0x00520771,1,FF7_CHAR,FF7,B,22
475,0x00520772,1,FF7_CHAR,FF7,C,23
476,0x00520773,1,FF7_CHAR,FF7,D,24
477,0x00520774,1,FF7_CHAR,FF7,E,25
478,0x00520775,1,FF7_CHAR,FF7,F,26
479,0x00520776,1,FF7_CHAR,FF7,G,27
480,0x00520777,1,FF7_CHAR,FF7,H,28
481,0x00520778,1,FF7_CHAR,FF7,I,29
482,0x00520779,1,FF7_CHAR,FF7,J,2A
483,0x0052077A,1,FF7_CHAR,FF7,K,2B
484,0x0052077B,1,FF7_CHAR,FF7,L,2C
485,0x0052077C,1,FF7_CHAR,FF7,M,2D
486,0x0052077D,1,FF7_CHAR,FF7,N,2E
487,0x0052077E,1,FF7_CHAR,FF7,O,2F
488,0x0052077F,1,FF7_CHAR,FF7,P,30
489,0x00520780,1,FF7_CHAR,FF7,Q,31
490,0x00520781,1,FF7_CHAR,FF7,R,32
491,0x00520782,1,FF7_CHAR,FF7,S,33
492,0x00520783,1,FF7_CHAR,FF7,T,34
493,0x00520784,1,FF7_CHAR,FF7,U,35
494,0x00520785,1,FF7_CHAR,FF7,V,36
495,0x00520786,1,FF7_CHAR,FF7,W,37
496,0x00520787,1,FF7_CHAR,FF7,X,38
497,0x00520788,1,FF7_CHAR,FF7,Y,39
498,0x00520789,1,FF7_CHAR,FF7,Z,3A
499,0x0052078A,1,FF7_CTRL,FF7,[CTRL:0C],0C
500,0x0052078B,1,FF7_CTRL,FF7,[CTRL:0E],0E
501,0x0052078C,1,FF7_CTRL,FF7,[CTRL:0B],0B
502,0x0052078D,1,FF7_CTRL,FF7,[CTRL:0D],0D
503,0x0052078E,1,FF7_CHAR,FF7,a,41
504,0x0052078F,1,FF7_CHAR,FF7,b,42
505,0x00520790,1,FF7_CHAR,FF7,c,43
506,0x00520791,1,FF7_CHAR,FF7,d,44
507,0x00520792,1,FF7_CHAR,FF7,e,45
508,0x00520793,1,FF7_CHAR,FF7,f,46
509,0x00520794,1,FF7_CHAR,FF7,g,47
510,0x00520795,1,FF7_CHAR,FF7,h,48
511,0x00520796,1,FF7_CHAR,FF7,i,49
512,0x00520797,1,FF7_CHAR,FF7,j,4A
513,0x00520798,1,FF7_CHAR,FF7,k,4B
514,0x00520799,1,FF7_CHAR,FF7,l,4C
515,0x0052079A,1,FF7_CHAR,FF7,m,4D
516,0x0052079B,1,FF7_CHAR,FF7,n,4E
517,0x0052079C,1,FF7_CHAR,FF7,o,4F
518,0x0052079D,1,FF7_CHAR,FF7,p,50
519,0x0052079E,1,FF7_CHAR,FF7,q,51
520,0x0052079F,1,FF7_CHAR,FF7,r,52
521,0x005207A0,1,FF7_CHAR,FF7,s,53
522,0x005207A1,1,FF7_CHAR,FF7,t,54
523,0x005207A2,1,FF7_CHAR,FF7,u,55
524,0x005207A3,1,FF7_CHAR,FF7,v,56
525,0x005207A4,1,FF7_CHAR,FF7,w,57
526,0x005207A5,1,FF7_CHAR,FF7,x,58
527,0x005207A6,1,FF7_CHAR,FF7,y,59
528,0x005207A7,1,FF7_CHAR,FF7,z,5A
529,0x005207A8,1,FF7_CTRL,FF7,[CTRL:1A],1A
530,0x005207A9,1,FF7_CTRL,FF7,[CTRL:1B],1B
531,0x005207AC,1,FF7_CTRL,FF7,[CTRL:10],10
532,0x005207AD,1,DEF,FF7,1,11
533,0x005207AE,1,DEF,FF7,2,12
534,0x005207AF,1,DEF,FF7,3,13
535,0x005207B0,1,DEF,FF7,4,14
536,0x005207B1,1,DEF,FF7,5,15
537,0x005207B2,1,DEF,FF7,6,16
538,0x005207B3,1,DEF,FF7,7,17
539,0x005207B4,1,DEF,FF7,8,18
540,0x005207B5,1,DEF,FF7,9,19
541,0x005213D8,20,DEF,FF7,Ability list,21 42 49 4C 49 54 59 00 4C 49 53 54 FF 00 00 00 00 00 00 00
542,0x005213EC,20,DEF,FF7,Equip effect,25 51 55 49 50 00 45 46 46 45 43 54 FF 00 00 00 00 00 00 00
543,0x0052143C,20,DEF,FF7,AP,21 30 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
544,0x00521450,20,DEF,FF7,To next level,34 4F 00 4E 45 58 54 00 4C 45 56 45 4C FF 00 00 00 00 00 00
545,0x00521464,20,DEF,FF7,MASTER,2D 21 33 34 25 32 FF 00 00 00 00 00 00 00 00 00 00 00 00 00
546,0x005214DC,20,DEF,FF7,Dexterity,24 45 58 54 45 52 49 54 59 FF 00 00 00 00 00 00 00 00 00 00
547,0x005214F0,20,DEF,FF7,Cover,23 4F 56 45 52 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00
548,0x00521504,20,DEF,FF7,Magic,2D 41 47 49 43 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00
549,0x00521518,20,DEF,FF7,Luck,2C 55 43 4B FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
550,0x0052152C,20,DEF,FF7,MASTER,2D 21 33 34 25 32 FF 00 00 00 00 00 00 00 00 00 00 00 00 00
551,0x00521540,20,DEF,FF7,Strength,33 54 52 45 4E 47 54 48 FF 00 00 00 00 00 00 00 00 00 00 00
552,0x00521554,20,DEF,FF7,Vitality,36 49 54 41 4C 49 54 59 FF 00 00 00 00 00 00 00 00 00 00 00
553,0x00521568,20,DEF,FF7,Magic,2D 41 47 49 43 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00
554,0x0052157C,20,DEF,FF7,Magic def,2D 41 47 49 43 00 44 45 46 FF 00 00 00 00 00 00 00 00 00 00
555,0x00521590,20,DEF,FF7,Dexterity,24 45 58 54 45 52 49 54 59 FF 00 00 00 00 00 00 00 00 00 00
556,0x005215A4,20,DEF,FF7,Luck,2C 55 43 4B FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
557,0x005215B8,20,DEF,FF7,MaxHP,2D 41 58 28 30 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00
558,0x005215CC,20,DEF,FF7,MaxMP,2D 41 58 2D 30 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00
559,0x005215E0,20,DEF,FF7,MaxHPUP,2D 41 58 28 30 35 30 FF 00 00 00 00 00 00 00 00 00 00 00 00
560,0x005215F4,20,DEF,FF7,MaxMPUP,2D 41 58 2D 30 35 30 FF 00 00 00 00 00 00 00 00 00 00 00 00
561,0x00521608,20,DEF,FF7,EXP.UP,25 38 30 0E 35 30 FF 00 00 00 00 00 00 00 00 00 00 00 00 00
562,0x0052161C,20,DEF,FF7,Gil UP,27 49 4C 00 35 30 FF 00 00 00 00 00 00 00 00 00 00 00 00 00
563,0x00521630,20,DEF,FF7,Encount Down,25 4E 43 4F 55 4E 54 00 24 4F 57 4E FF 00 00 00 00 00 00 00
564,0x00521644,20,DEF,FF7,Encount Up,25 4E 43 4F 55 4E 54 00 35 50 FF 00 00 00 00 00 00 00 00 00
565,0x00521658,20,DEF,FF7,Meet Chocobos,2D 45 45 54 00 23 48 4F 43 4F 42 4F 53 FF 00 00 00 00 00 00
566,0x0052166C,20,DEF,FF7,Pre-emptive,30 52 45 0D 45 4D 50 54 49 56 45 FF 00 00 00 00 00 00 00 00
567,0x00521680,20,DEF,FF7,Long range attack,2C 4F 4E 47 00 52 41 4E 47 45 00 41 54 54 41 43 4B FF 00 00
568,0x00521694,20,DEF,FF7,Attack all,21 54 54 41 43 4B 00 41 4C 4C FF 00 00 00 00 00 00 00 00 00
569,0x005216A8,20,DEF,FF7,Counter attack,23 4F 55 4E 54 45 52 00 41 54 54 41 43 4B FF 00 00 00 00 00
570,0x005216F8,2,DEF,FF7,A,21 FF
571,0x005216FA,2,DEF,FF7,D,24 FF
572,0x00521700,20,DEF,FF7,Buy   Sell     Exit,22 55 59 00 00 00 33 45 4C 4C 00 00 00 00 00 25 58 49 54 FF
573,0x00521714,20,DEF,FF7,Gil,27 49 4C FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
574,0x00521728,20,DEF,FF7,Owned,2F 57 4E 45 44 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00
575,0x0052173C,20,DEF,FF7,Equipped,25 51 55 49 50 50 45 44 FF 00 00 00 00 00 00 00 00 00 00 00
576,0x00521750,20,DEF,FF7,Total,34 4F 54 41 4C FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00
577,0x00521764,20,DEF,FF7,How many,28 4F 57 00 4D 41 4E 59 FF 00 00 00 00 00 00 00 00 00 00 00
578,0x00521778,20,DEF,FF7,Item      Materia,29 54 45 4D 00 00 00 00 00 00 2D 41 54 45 52 49 41 FF 00 00
579,0x0052178C,20,DEF,FF7,Gil remaining,27 49 4C 00 52 45 4D 41 49 4E 49 4E 47 FF 00 00 00 00 00 00
580,0x005217A0,20,DEF,FF7,Price for Master,30 52 49 43 45 00 46 4F 52 00 2D 41 53 54 45 52 FF 00 00 00
581,0x005217B4,20,DEF,FF7,Price through AP,30 52 49 43 45 00 54 48 52 4F 55 47 48 00 21 30 FF 00 00 00
582,0x0052196A,22,DEF,FF7,Nothing,2E 4F 54 48 49 4E 47 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00
583,0x00521980,22,DEF,FF7,Normal,2E 4F 52 4D 41 4C FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
584,0x00521996,22,DEF,FF7,Double,24 4F 55 42 4C 45 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
585,0x005219AC,22,DEF,FF7,Triple,34 52 49 50 4C 45 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
586,0x005219DC,20,DEF,FF7,Weapon Shop,37 45 41 50 4F 4E 00 33 48 4F 50 FF 00 00 00 00 00 00 00 00
587,0x005219F0,20,DEF,FF7,Item Shop,29 54 45 4D 00 33 48 4F 50 FF 00 00 00 00 00 00 00 00 00 00
588,0x00521A04,20,DEF,FF7,Materia Shop,2D 41 54 45 52 49 41 00 33 48 4F 50 FF 00 00 00 00 00 00 00
589,0x00521A18,20,DEF,FF7,General Store,27 45 4E 45 52 41 4C 00 33 54 4F 52 45 FF 00 00 00 00 00 00
590,0x00521A2C,20,DEF,FF7,Vegetable Store,36 45 47 45 54 41 42 4C 45 00 33 54 4F 52 45 FF 00 00 00 00
591,0x00521A40,20,DEF,FF7,Accessory Shop,21 43 43 45 53 53 4F 52 59 00 33 48 4F 50 FF 00 00 00 00 00
592,0x00521A54,20,DEF,FF7,Tool Shop,34 4F 4F 4C 00 33 48 4F 50 FF 00 00 00 00 00 00 00 00 00 00
593,0x00521A68,20,DEF,FF7,Hotel Shop,28 4F 54 45 4C 00 33 48 4F 50 FF 00 00 00 00 00 00 00 00 00
594,0x00521A80,46,DEF,FF7,Welcome!,37 45 4C 43 4F 4D 45 01 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
595,0x00521AAE,46,DEF,FF7,What would you like to buy?,37 48 41 54 00 57 4F 55 4C 44 00 59 4F 55 00 4C 49 4B 45 00 54 4F 00 42 55 59 1F FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
596,0x00521ADC,46,DEF,FF7,How many would you like?!,28 4F 57 00 4D 41 4E 59 00 57 4F 55 4C 44 00 59 4F 55 00 4C 49 4B 45 1F 01 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
597,0x00521B0A,46,DEF,FF7,What would you like to sell?!,37 48 41 54 00 57 4F 55 4C 44 00 59 4F 55 00 4C 49 4B 45 00 54 4F 00 53 45 4C 4C 1F 01 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
598,0x00521B38,46,DEF,FF7,How many would you like to sell?!,28 4F 57 00 4D 41 4E 59 00 57 4F 55 4C 44 00 59 4F 55 00 4C 49 4B 45 00 54 4F 00 53 45 4C 4C 1F 01 FF 00 00 00 00 00 00 00 00 00 00 00 00
599,0x00524160,36,DEF,FF7,Load,2C 4F 41 44 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
600,0x00524184,36,DEF,FF7,Select a save data file.,33 45 4C 45 43 54 00 41 00 53 41 56 45 00 44 41 54 41 00 46 49 4C 45 0E FF 00 00 00 00 00 00 00 00 00 00 00
601,0x005241A8,36,DEF,FF7,Select a save game.,33 45 4C 45 43 54 00 41 00 53 41 56 45 00 47 41 4D 45 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
602,0x00524238,36,DEF,FF7,Loading. Please wait.,2C 4F 41 44 49 4E 47 0E 00 30 4C 45 41 53 45 00 57 41 49 54 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00
603,0x0052425C,36,DEF,FF7,Saving. Please wait.,33 41 56 49 4E 47 0E 00 30 4C 45 41 53 45 00 57 41 49 54 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
604,0x00524280,36,DEF,FF7,EMPTY,25 2D 30 34 39 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
605,0x005242A4,36,DEF,FF7,GAME,27 21 2D 25 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
606,0x005242C8,36,DEF,FF7,Continue?,23 4F 4E 54 49 4E 55 45 1F FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
607,0x00524310,36,DEF,FF7,Checking Save Data File.,23 48 45 43 4B 49 4E 47 00 33 41 56 45 00 24 41 54 41 00 26 49 4C 45 0E FF 00 00 00 00 00 00 00 00 00 00 00
608,0x00524334,36,DEF,FF7,01,10 11 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
609,0x00524358,36,DEF,FF7,02,10 12 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
610,0x0052437C,36,DEF,FF7,03,10 13 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
611,0x005243A0,36,DEF,FF7,04,10 14 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
612,0x005243C4,36,DEF,FF7,05,10 15 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
613,0x005243E8,36,DEF,FF7,06,10 16 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
614,0x0052440C,36,DEF,FF7,07,10 17 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
615,0x00524430,36,DEF,FF7,08,10 18 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
616,0x00524454,36,DEF,FF7,09,10 19 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
617,0x00524478,36,DEF,FF7,10,11 10 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
618,0x0052449C,36,DEF,FF7,11,11 11 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
619,0x005244C0,36,DEF,FF7,12,11 12 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
620,0x005244E4,36,DEF,FF7,13,11 13 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
621,0x00524508,36,DEF,FF7,14,11 14 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
622,0x0052452C,36,DEF,FF7,15,11 15 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
623,0x00524550,36,DEF,FF7,Saved.,33 41 56 45 44 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
624,0x00524574,36,DEF,FF7,Could not save.,23 4F 55 4C 44 00 4E 4F 54 00 53 41 56 45 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
625,0x00524598,36,DEF,FF7,Could not load.,23 4F 55 4C 44 00 4E 4F 54 00 4C 4F 41 44 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
626,0x005245BC,36,DEF,FF7,Data is ruined.,24 41 54 41 00 49 53 00 52 55 49 4E 45 44 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
627,0x005245E0,36,DEF,FF7,NEW GAME,2E 25 37 00 27 21 2D 25 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
628,0x00524604,36,DEF,FF7,Are you sure you want to save?,21 52 45 00 59 4F 55 00 53 55 52 45 00 59 4F 55 00 57 41 4E 54 00 54 4F 00 53 41 56 45 1F FF 00 00 00 00 00
629,0x00524628,36,DEF,FF7,Yes,39 45 53 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
630,0x0052464C,36,DEF,FF7,No,2E 4F FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
631,0x00524698,48,DEF,FF7,Completed.,23 4F 4D 50 4C 45 54 45 44 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
632,0x00524728,48,DEF,FF7,Formatted.,26 4F 52 4D 41 54 54 45 44 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
