# German Strings - Clean Offsets (Text Start, No Empties)
# Source: /mnt/d/Games/Stand-alone/FINAL FANTASY VII/ff7_de.exe
# Region: 0x58FBB0 - 0x5A0000
# Total: 895 non-empty strings
# Offset points to where TEXT starts (after padding)
# Format: [INDEX] OFFSET (PAD_BYTES) | TEXT
================================================================================

[  850] 0x59C8C0 (pad: 37) | Gespeichert.
[  851] 0x59C8E8 (pad: 27) | Speichern nicht möglich.
[  852] 0x59C910 (pad: 15) | Laden nicht möglich.
[  853] 0x59C938 (pad: 19) | Daten sind zerstört.
[  854] 0x59C960 (pad: 19) | NEUES SPIEL
[  855] 0x59C988 (pad: 28) | Wirklich speichern?
[  856] 0x59C9B0 (pad: 20) | Ja
[  857] 0x59C9D8 (pad: 37) | Nein
[  858] 0x59CA00 (pad: 35) | Beendet.
[  859] 0x59CAC6 (pad: 65) | Formatiert
[  860] 0x59CB08 (pad: 55) | Formatierung nicht möglich
[  861] 0x59CB4A (pad: 39) | Nicht formatiert
[  862] 0x59CB8C (pad: 49) | Jetzt formatieren?
[  863] 0x59CBCE (pad: 47) | Memory Card wird geprüft.
[  864] 0x59CC10 (pad: 40) | Keine Spielstandsdatei.
[  865] 0x59CC52 (pad: 42) | Diese Memory Card ist beschädigt und kann nicht verwendet werden.
[  866] 0x59CC94 (no pad) | Andere Memory Card einlegen.
[  867] 0x59CCD6 (pad: 37) | Nicht genug Platz in der Spielstandsdatei übrig.
[  868] 0x59CD18 (pad: 17) | Bitte benutzen Sie eine andere Spielstandsdatei
[  869] 0x59CD5A (pad: 18) | oder löschen Sie 1 Block gesicherter Daten.
[  870] 0x59CE20 (pad: 65) | Lesen nicht möglich.
[  871] 0x59CE62 (pad: 45) | Spiel beginnen?
[  872] 0x59CFB0 (pad: 69) | Kann Speicherpuffer der Spielstandsdatei nicht zuordnen!
[  873] 0x59CFEC (pad:  3) | Ungültige Spielstandsdatei!
[  874] 0x59D028 (pad: 32) | Spielstand 1
[  875] 0x59D03C (pad:  4) | Spielstand 2
[  876] 0x59D050 (pad:  4) | Spielstand 3
[  877] 0x59D064 (pad:  4) | Spielstand 4
[  878] 0x59D078 (pad:  4) | Spielstand 5
[  879] 0x59D08C (pad:  4) | Spielstand 6
[  880] 0x59D0A0 (pad:  4) | Spielstand 7
[  881] 0x59D0B4 (pad:  4) | Spielstand 8
[  882] 0x59D0C8 (pad:  4) | Spielstand 9
[  883] 0x59D0DC (pad:  4) | Spielstand 10
[  884] 0x59D0F0 (pad:  6) | !)  m t!v L!S     "  % j G  K  :     `!e +! ë e   [!  ç V C v r  m
[  885] 0x59D150 (no pad) | Level
[  886] 0x59D158 (NOT FOUND: Level) | p  @  cZ|ffW|ôòâ|ìåî|gåòìáî|íïáãìåîNâññ cZ|ffW|ôòâ|ìåî|gåòìáî|íïáãìåîNâññ Eôôá°å
[  887] 0x59D1F0 (pad: 15) | ôóòõ                  _ñï•     âïô             ôèî             õáî             áõáî    @Y     PB
[  888] 0x59D26A (no pad) | UéA/
[  889] 0x59D273 (no pad) | _      _($((($(( $,( $,(
[  890] 0x59D299 (no pad) | ü
[  891] 0x59D2A4 (no pad) | Üó-`
[  892] 0x59D2B6 (NOT FOUND: Ja) | -`Vc,9_      _#å£ñ         !4 AM }J àJ áN       %áõáîR       "0 Q òR J uR uR uR 
[  893] 0x59D39C (no pad) | ü^ ^ ^ ^ ^ ^ ^ ^ ^ ._ 3_ I_ N_ j_ z_ î_ ß_ _ _ _ _ _ _ .` B` b` g` á` Ü` ` ` ` ` ` ` %a *a Ja ^a va äa a a a a a a a .b Nb Sb mb rb òb b b b b b b b 6c Jc bc         ü
[  894] 0x59D4B6 (no pad) | ü      0        4    =    :    ;    ?    3    A    .    -    /    0    %   £ >   õ 2   ñ @   í ,   ã +   | 5   t <   l 9   d 1   \ 8   T 6   L 7   D B   @ C   < D   8 F             0d      !       P                                                                      $     # #   H  .   é  0             $     & !     "     #     $     %     &   0!         $     ! å   H!         $     ! !   `!         $     ! )$  x!          $     ! )$  é!          $     ! )$  £!          $     ! )$  !          $     ! )$  !          $     ! )$  !          $     ! )$  !          $     !     !  A Hl  $       î H6  $      H (  $       H(! $       Hb  $      @ 0  $       z   $      D @#  $      H       !  ! (      `           !   !      .F  6M  ;R  CZ  J_6 Lc" Rk  Zu  La0 Ui7 \p= \oB ]qD a}" c{; eá! jå# mè$ pì& sï( uó* xô. wó6 {2 wñ: °6 £6 ã; dxG i{P wìI nR rã[ äB {ëf âôk ëöw ñß} îG îH ñG òL ïR í] °P S T U Y îf ñf b ô| Ü \ ` a b e l i l n m u u z z x q u z y w y { | ï  â ñ ° £ â â é è í ó £ à å è è ë í ï ï õ õ ô • £  •    ß
