index,offset,byte_length,decoded_length,text,hex_bytes
4366,0x59C059,0,0,"",
4367,0x59C05A,0,0,"",
4368,0x59C05B,0,0,"",
4369,0x59C05C,0,0,"",
4370,0x59C05D,0,0,"",
4371,0x59C05E,0,0,"",
4372,0x59C05F,0,0,"",
4373,0x59C060,0,0,"",
4374,0x59C061,0,0,"",
4375,0x59C062,0,0,"",
4376,0x59C063,0,0,"",
4377,0x59C064,0,0,"",
4378,0x59C065,0,0,"",
4379,0x59C066,0,0,"",
4380,0x59C067,0,0,"",
4381,0x59C068,0,0,"",
4382,0x59C069,0,0,"",
4383,0x59C06A,0,0,"",
4384,0x59C06B,0,0,"",
4385,0x59C06C,0,0,"",
4386,0x59C06D,0,0,"",
4387,0x59C06E,0,0,"",
4388,0x59C06F,0,0,"",
4389,0x59C070,0,0,"",
4390,0x59C071,0,0,"",
4391,0x59C072,0,0,"",
4392,0x59C073,0,0,"",
4393,0x59C074,0,0,"",
4394,0x59C075,0,0,"",
4395,0x59C076,0,0,"",
4396,0x59C077,0,0,"",
4397,0x59C078,0,0,"",
4398,0x59C079,0,0,"",
4399,0x59C07A,0,0,"",
4400,0x59C07B,0,0,"",
4401,0x59C07C,0,0,"",
4402,0x59C07D,0,0,"",
4403,0x59C07E,0,0,"",
4404,0x59C07F,0,0,"",
4405,0x59C080,0,0,"",
4406,0x59C081,0,0,"",
4407,0x59C082,0,0,"",
4408,0x59C083,0,0,"",
4409,0x59C084,0,0,"",
4410,0x59C085,0,0,"",
4411,0x59C086,0,0,"",
4412,0x59C087,0,0,"",
4413,0x59C088,0,0,"",
4414,0x59C089,0,0,"",
4415,0x59C08A,0,0,"",
4416,0x59C08B,0,0,"",
4417,0x59C08C,0,0,"",
4418,0x59C08D,0,0,"",
4419,0x59C08E,0,0,"",
4420,0x59C08F,0,0,"",
4421,0x59C090,0,0,"",
4422,0x59C091,0,0,"",
4423,0x59C092,0,0,"",
4424,0x59C093,0,0,"",
4425,0x59C094,0,0,"",
4426,0x59C095,0,0,"",
4427,0x59C096,0,0,"",
4428,0x59C097,0,0,"",
4429,0x59C098,0,0,"",
4430,0x59C099,0,0,"",
4431,0x59C09A,0,0,"",
4432,0x59C09B,0,0,"",
4433,0x59C09C,0,0,"",
4434,0x59C09D,0,0,"",
4435,0x59C09E,0,0,"",
4436,0x59C09F,0,0,"",
4437,0x59C0A0,0,0,"",
4438,0x59C0A1,0,0,"",
4439,0x59C0A2,0,0,"",
4440,0x59C0A3,0,0,"",
4441,0x59C0A4,0,0,"",
4442,0x59C0A5,0,0,"",
4443,0x59C0A6,0,0,"",
4444,0x59C0A7,0,0,"",
4445,0x59C0A8,0,0,"",
4446,0x59C0A9,0,0,"",
4447,0x59C0AA,0,0,"",
4448,0x59C0AB,0,0,"",
4449,0x59C0AC,0,0,"",
4450,0x59C0AD,0,0,"",
4451,0x59C0AE,0,0,"",
4452,0x59C0AF,0,0,"",
4453,0x59C0B0,0,0,"",
4454,0x59C0B1,0,0,"",
4455,0x59C0B2,0,0,"",
4456,0x59C0B3,0,0,"",
4457,0x59C0B4,0,0,"",
4458,0x59C0B5,0,0,"",
4459,0x59C0B6,0,0,"",
4460,0x59C0B7,0,0,"",
4461,0x59C0B8,0,0,"",
4462,0x59C0B9,0,0,"",
4463,0x59C0BA,0,0,"",
4464,0x59C0BB,0,0,"",
4465,0x59C0BC,0,0,"",
4466,0x59C0BD,0,0,"",
4467,0x59C0BE,0,0,"",
4468,0x59C0BF,0,0,"",
4469,0x59C0C0,0,0,"",
4470,0x59C0C1,0,0,"",
4471,0x59C0C2,0,0,"",
4472,0x59C0C3,0,0,"",
4473,0x59C0C4,0,0,"",
4474,0x59C0C5,0,0,"",
4475,0x59C0C6,0,0,"",
4476,0x59C0C7,0,0,"",
4477,0x59C0C8,0,0,"",
4478,0x59C0C9,0,0,"",
4479,0x59C0CA,0,0,"",
4480,0x59C0CB,0,0,"",
4481,0x59C0CC,0,0,"",
4482,0x59C0CD,0,0,"",
4483,0x59C0CE,0,0,"",
4484,0x59C0CF,0,0,"",
4485,0x59C0D0,0,0,"",
4486,0x59C0D1,0,0,"",
4487,0x59C0D2,0,0,"",
4488,0x59C0D3,0,0,"",
4489,0x59C0D4,0,0,"",
4490,0x59C0D5,0,0,"",
4491,0x59C0D6,0,0,"",
4492,0x59C0D7,0,0,"",
4493,0x59C0D8,0,0,"",
4494,0x59C0D9,0,0,"",
4495,0x59C0DA,0,0,"",
4496,0x59C0DB,0,0,"",
4497,0x59C0DC,0,0,"",
4498,0x59C0DD,0,0,"",
4499,0x59C0DE,0,0,"",
4500,0x59C0DF,0,0,"",
4501,0x59C0E0,0,0,"",
4502,0x59C0E1,0,0,"",
4503,0x59C0E2,0,0,"",
4504,0x59C0E3,0,0,"",
4505,0x59C0E4,0,0,"",
4506,0x59C0E5,0,0,"",
4507,0x59C0E6,0,0,"",
4508,0x59C0E7,0,0,"",
4509,0x59C0E8,0,0,"",
4510,0x59C0E9,0,0,"",
4511,0x59C0EA,0,0,"",
4512,0x59C0EB,0,0,"",
4513,0x59C0EC,0,0,"",
4514,0x59C0ED,0,0,"",
4515,0x59C0EE,0,0,"",
4516,0x59C0EF,0,0,"",
4517,0x59C0F0,0,0,"",
4518,0x59C0F1,0,0,"",
4519,0x59C0F2,0,0,"",
4520,0x59C0F3,0,0,"",
4521,0x59C0F4,0,0,"",
4522,0x59C0F5,0,0,"",
4523,0x59C0F6,0,0,"",
4524,0x59C0F7,0,0,"",
4525,0x59C0F8,0,0,"",
4526,0x59C0F9,0,0,"",
4527,0x59C0FA,0,0,"",
4528,0x59C0FB,0,0,"",
4529,0x59C0FC,0,0,"",
4530,0x59C0FD,0,0,"",
4531,0x59C0FE,0,0,"",
4532,0x59C0FF,0,0,"",
4533,0x59C100,0,0,"",
4534,0x59C101,0,0,"",
4535,0x59C102,0,0,"",
4536,0x59C103,0,0,"",
4537,0x59C104,0,0,"",
4538,0x59C105,0,0,"",
4539,0x59C106,0,0,"",
4540,0x59C107,0,0,"",
4541,0x59C108,0,0,"",
4542,0x59C109,0,0,"",
4543,0x59C10A,0,0,"",
4544,0x59C10B,0,0,"",
4545,0x59C10C,0,0,"",
4546,0x59C10D,0,0,"",
4547,0x59C10E,0,0,"",
4548,0x59C10F,0,0,"",
4549,0x59C110,0,0,"",
4550,0x59C111,0,0,"",
4551,0x59C112,0,0,"",
4552,0x59C113,0,0,"",
4553,0x59C114,0,0,"",
4554,0x59C115,0,0,"",
4555,0x59C116,0,0,"",
4556,0x59C117,0,0,"",
4557,0x59C118,0,0,"",
4558,0x59C119,0,0,"",
4559,0x59C11A,0,0,"",
4560,0x59C11B,0,0,"",
4561,0x59C11C,0,0,"",
4562,0x59C11D,0,0,"",
4563,0x59C11E,0,0,"",
4564,0x59C11F,0,0,"",
4565,0x59C120,0,0,"",
4566,0x59C121,0,0,"",
4567,0x59C122,0,0,"",
4568,0x59C123,0,0,"",
4569,0x59C124,0,0,"",
4570,0x59C125,0,0,"",
4571,0x59C126,0,0,"",
4572,0x59C127,0,0,"",
4573,0x59C128,0,0,"",
4574,0x59C129,0,0,"",
4575,0x59C12A,0,0,"",
4576,0x59C12B,0,0,"",
4577,0x59C12C,0,0,"",
4578,0x59C12D,0,0,"",
4579,0x59C12E,0,0,"",
4580,0x59C12F,0,0,"",
4581,0x59C130,0,0,"",
4582,0x59C131,0,0,"",
4583,0x59C132,0,0,"",
4584,0x59C133,0,0,"",
4585,0x59C134,0,0,"",
4586,0x59C135,0,0,"",
4587,0x59C136,0,0,"",
4588,0x59C137,0,0,"",
4589,0x59C138,0,0,"",
4590,0x59C139,0,0,"",
4591,0x59C13A,0,0,"",
4592,0x59C13B,0,0,"",
4593,0x59C13C,0,0,"",
4594,0x59C13D,0,0,"",
4595,0x59C13E,0,0,"",
4596,0x59C13F,0,0,"",
4597,0x59C140,0,0,"",
4598,0x59C141,0,0,"",
4599,0x59C142,0,0,"",
4600,0x59C143,0,0,"",
4601,0x59C144,0,0,"",
4602,0x59C145,0,0,"",
4603,0x59C146,0,0,"",
4604,0x59C147,0,0,"",
4605,0x59C148,0,0,"",
4606,0x59C149,0,0,"",
4607,0x59C14A,0,0,"",
4608,0x59C14B,0,0,"",
4609,0x59C14C,0,0,"",
4610,0x59C14D,0,0,"",
4611,0x59C14E,0,0,"",
4612,0x59C14F,0,0,"",
4613,0x59C150,0,0,"",
4614,0x59C151,0,0,"",
4615,0x59C152,0,0,"",
4616,0x59C153,0,0,"",
4617,0x59C154,0,0,"",
4618,0x59C155,0,0,"",
4619,0x59C156,0,0,"",
4620,0x59C157,0,0,"",
4621,0x59C158,180,176,"`?  `?  @n  @n  Z  !   !   !   !   !   !   !   !   !   !   !   #  !   !   !   !   !       @n  !   !   !   !   !   !   !   !   !   !   !   !   $  #  0G  0G  !   0G  0G  !   !   ",401f0000401f0000204e0000204e0000983a00000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000e8030000010000000100000001000000010000000100000000000000204e0000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000b0040000e803000010270000102700000100000010270000102700000100000001000000
4622,0x59C20D,0,0,"",
4623,0x59C20E,0,0,"",
4624,0x59C20F,0,0,"",
4625,0x59C210,0,0,"",
4626,0x59C211,0,0,"",
4627,0x59C212,0,0,"",
4628,0x59C213,0,0,"",
4629,0x59C214,0,0,"",
4630,0x59C215,0,0,"",
4631,0x59C216,0,0,"",
4632,0x59C217,0,0,"",
4633,0x59C218,172,165,"!   x""  x""  %  x""  ""  %  +  +  ñ7  3  0G  %  `?  0G      @n  ñ7          HC  !   !   !   !   !   !   !   !   !   !   !   !   !   !   !   !   !   !   !   !   !   !   ",010000005802000058020000dc05000058020000ee020000dc050000b80b0000b80b0000701700008813000010270000dc050000401f00001027000000000000204e00007017000000000000000000002823000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000
4634,0x59C2C5,0,0,"",
4635,0x59C2C6,0,0,"",
4636,0x59C2C7,0,0,"",
4637,0x59C2C8,0,0,"",
4638,0x59C2C9,0,0,"",
4639,0x59C2CA,0,0,"",
4640,0x59C2CB,0,0,"",
4641,0x59C2CC,0,0,"",
4642,0x59C2CD,0,0,"",
4643,0x59C2CE,0,0,"",
4644,0x59C2CF,0,0,"",
4645,0x59C2D0,0,0,"",
4646,0x59C2D1,0,0,"",
4647,0x59C2D2,0,0,"",
4648,0x59C2D3,0,0,"",
4649,0x59C2D4,0,0,"",
4650,0x59C2D5,0,0,"",
4651,0x59C2D6,0,0,"",
4652,0x59C2D7,0,0,"",
4653,0x59C2D8,0,0,"",
4654,0x59C2D9,0,0,"",
4655,0x59C2DA,0,0,"",
4656,0x59C2DB,0,0,"",
4657,0x59C2DC,0,0,"",
4658,0x59C2DD,0,0,"",
4659,0x59C2DE,0,0,"",
4660,0x59C2DF,0,0,"",
4661,0x59C2E0,0,0,"",
4662,0x59C2E1,0,0,"",
4663,0x59C2E2,0,0,"",
4664,0x59C2E3,0,0,"",
4665,0x59C2E4,0,0,"",
4666,0x59C2E5,0,0,"",
4667,0x59C2E6,0,0,"",
4668,0x59C2E7,0,0,"",
4669,0x59C2E8,0,0,"",
4670,0x59C2E9,0,0,"",
4671,0x59C2EA,0,0,"",
4672,0x59C2EB,0,0,"",
4673,0x59C2EC,0,0,"",
4674,0x59C2ED,0,0,"",
4675,0x59C2EE,0,0,"",
4676,0x59C2EF,0,0,"",
4677,0x59C2F0,0,0,"",
4678,0x59C2F1,0,0,"",
4679,0x59C2F2,0,0,"",
4680,0x59C2F3,0,0,"",
4681,0x59C2F4,0,0,"",
4682,0x59C2F5,0,0,"",
4683,0x59C2F6,0,0,"",
4684,0x59C2F7,0,0,"",
4685,0x59C2F8,0,0,"",
4686,0x59C2F9,0,0,"",
4687,0x59C2FA,0,0,"",
4688,0x59C2FB,0,0,"",
4689,0x59C2FC,0,0,"",
4690,0x59C2FD,0,0,"",
4691,0x59C2FE,0,0,"",
4692,0x59C2FF,0,0,"",
4693,0x59C300,0,0,"",
4694,0x59C301,0,0,"",
4695,0x59C302,0,0,"",
4696,0x59C303,0,0,"",
4697,0x59C304,0,0,"",
4698,0x59C305,0,0,"",
4699,0x59C306,0,0,"",
4700,0x59C307,0,0,"",
4701,0x59C308,0,0,"",
4702,0x59C309,0,0,"",
4703,0x59C30A,0,0,"",
4704,0x59C30B,0,0,"",
4705,0x59C30C,0,0,"",
4706,0x59C30D,0,0,"",
4707,0x59C30E,0,0,"",
4708,0x59C30F,0,0,"",
4709,0x59C310,0,0,"",
4710,0x59C311,0,0,"",
4711,0x59C312,0,0,"",
4712,0x59C313,0,0,"",
4713,0x59C314,0,0,"",
4714,0x59C315,0,0,"",
4715,0x59C316,0,0,"",
4716,0x59C317,0,0,"",
4717,0x59C318,0,0,"",
4718,0x59C319,0,0,"",
4719,0x59C31A,0,0,"",
4720,0x59C31B,0,0,"",
4721,0x59C31C,0,0,"",
4722,0x59C31D,0,0,"",
4723,0x59C31E,0,0,"",
4724,0x59C31F,0,0,"",
4725,0x59C320,0,0,"",
4726,0x59C321,0,0,"",
4727,0x59C322,0,0,"",
4728,0x59C323,0,0,"",
4729,0x59C324,0,0,"",
4730,0x59C325,0,0,"",
4731,0x59C326,0,0,"",
4732,0x59C327,0,0,"",
4733,0x59C328,0,0,"",
4734,0x59C329,0,0,"",
4735,0x59C32A,0,0,"",
4736,0x59C32B,0,0,"",
4737,0x59C32C,0,0,"",
4738,0x59C32D,0,0,"",
4739,0x59C32E,0,0,"",
4740,0x59C32F,0,0,"",
4741,0x59C330,0,0,"",
4742,0x59C331,0,0,"",
4743,0x59C332,0,0,"",
4744,0x59C333,0,0,"",
4745,0x59C334,0,0,"",
4746,0x59C335,0,0,"",
4747,0x59C336,0,0,"",
4748,0x59C337,0,0,"",
4749,0x59C338,0,0,"",
4750,0x59C339,0,0,"",
4751,0x59C33A,0,0,"",
4752,0x59C33B,0,0,"",
4753,0x59C33C,0,0,"",
4754,0x59C33D,0,0,"",
4755,0x59C33E,0,0,"",
4756,0x59C33F,0,0,"",
4757,0x59C340,0,0,"",
4758,0x59C341,0,0,"",
4759,0x59C342,0,0,"",
4760,0x59C343,0,0,"",
4761,0x59C344,0,0,"",
4762,0x59C345,0,0,"",
4763,0x59C346,0,0,"",
4764,0x59C347,0,0,"",
4765,0x59C348,0,0,"",
4766,0x59C349,0,0,"",
4767,0x59C34A,0,0,"",
4768,0x59C34B,0,0,"",
4769,0x59C34C,0,0,"",
4770,0x59C34D,0,0,"",
4771,0x59C34E,0,0,"",
4772,0x59C34F,0,0,"",
4773,0x59C350,0,0,"",
4774,0x59C351,0,0,"",
4775,0x59C352,0,0,"",
4776,0x59C353,0,0,"",
4777,0x59C354,0,0,"",
4778,0x59C355,0,0,"",
4779,0x59C356,0,0,"",
4780,0x59C357,0,0,"",
4781,0x59C358,0,0,"",
4782,0x59C359,3,3,"   ",000000
4783,0x59C35D,0,0,"",
4784,0x59C35E,0,0,"",
4785,0x59C35F,0,0,"",
4786,0x59C360,261,222,"    !S   S ""S   ~ !   M!""           Ü ""S !~    O ü £   S ""! ! t g!}  v   S ""~    ""S    !C!! $!C!     :   : `!:   O  é    `!y           T `!:  O ã é ° 8 ` \   9 `! •  ì J  O p K   : `!O   i `!:   ~    ~   !   S    ° : Laden",000000009a013300000033008002330000005e00c601cf0000002d018002b20000000000000000000000660080023300b8015e00c800cf00ed002f007f007800000033008002ad01ee008c01da00540047015d00a00056000000330080025e0000009100800233000000bd00830123017c01bd000401230100000000cd001a0000001a0040011a0000002f00e3006800000097004001590000000000000000000000340040011a00dc002f00640068007600180040003c00000019004001d7007700c6006d002a00a3002f0050002b0000001a0040012f000000490040011a0000005e00c2009200be005e008200920094010000ec003300ca00000076001a002c4144454e
4787,0x59C466,68,68,"                                  Wählen Sie eine Speicherdatei aus.",00000000000000000000000000000000000000000000000000000000000000000000376a484c454e003349450045494e450033504549434845524441544549004155530e
4788,0x59C4AB,40,40,"     Wählen Sie einen Speicherblock aus.",0000000000376a484c454e003349450045494e454e003350454943484552424c4f434b004155530e
4789,0x59C4D4,16,16,"    STECKPLATZ 1",00000000333425232b302c21343a0011
4790,0x59C4E5,39,39,"                           STECKPLATZ 2",000000000000000000000000000000000000000000000000000000333425232b302c21343a0012
4791,0x59C50D,36,36,"                           Wirklich?",0000000000000000000000000000000000000000000000000000003749524b4c4943481f
4792,0x59C532,57,56,"                              Bin am Laden. Bitte warten",00000000000000000000000000000000000000000000000000000000000022494e00414d002c4144454e0e0022495454450057415254454ea9
4793,0x59C56C,41,40,"            Bin am Sichern. Bitte warten",00000000000000000000000022494e00414d003349434845524e0e0022495454450057415254454ea9
4794,0x59C596,14,14,"          LEER",000000000000000000002c252532
4795,0x59C5A5,40,40,"                                   BLOCK",0000000000000000000000000000000000000000000000000000000000000000000000222c2f232b
4796,0x59C5CE,41,41,"                                  Weiter?",000000000000000000000000000000000000000000000000000000000000000000003745495445521f
4797,0x59C5F8,35,35,"                                /15",00000000000000000000000000000000000000000000000000000000000000000f1115
4798,0x59C61C,63,62,"                                    Überprüfe Spielstandsdatei",0000000000000000000000000000000000000000000000000000000000000000000000006642455250527f464500335049454c5354414e44534441544549a9
4799,0x59C65C,14,14,"            01",0000000000000000000000001011
4800,0x59C66B,39,39,"                                     02",000000000000000000000000000000000000000000000000000000000000000000000000001012
4801,0x59C693,39,39,"                                     03",000000000000000000000000000000000000000000000000000000000000000000000000001013
4802,0x59C6BB,39,39,"                                     04",000000000000000000000000000000000000000000000000000000000000000000000000001014
4803,0x59C6E3,39,39,"                                     05",000000000000000000000000000000000000000000000000000000000000000000000000001015
4804,0x59C70B,39,39,"                                     06",000000000000000000000000000000000000000000000000000000000000000000000000001016
4805,0x59C733,39,39,"                                     07",000000000000000000000000000000000000000000000000000000000000000000000000001017
4806,0x59C75B,39,39,"                                     08",000000000000000000000000000000000000000000000000000000000000000000000000001018
4807,0x59C783,39,39,"                                     09",000000000000000000000000000000000000000000000000000000000000000000000000001019
4808,0x59C7AB,39,39,"                                     10",000000000000000000000000000000000000000000000000000000000000000000000000001110
4809,0x59C7D3,39,39,"                                     11",000000000000000000000000000000000000000000000000000000000000000000000000001111
4810,0x59C7FB,39,39,"                                     12",000000000000000000000000000000000000000000000000000000000000000000000000001112
4811,0x59C823,39,39,"                                     13",000000000000000000000000000000000000000000000000000000000000000000000000001113
4812,0x59C84B,39,39,"                                     14",000000000000000000000000000000000000000000000000000000000000000000000000001114
4813,0x59C873,39,39,"                                     15",000000000000000000000000000000000000000000000000000000000000000000000000001115
4814,0x59C89B,49,49,"                                     Gespeichert.",0000000000000000000000000000000000000000000000000000000000000000000000000027455350454943484552540e
4815,0x59C8CD,51,51,"                           Speichern nicht möglich.",00000000000000000000000000000000000000000000000000000033504549434845524e004e49434854004d7a474c4943480e
4816,0x59C901,35,35,"               Laden nicht möglich.",0000000000000000000000000000002c4144454e004e49434854004d7a474c4943480e
4817,0x59C925,39,39,"                   Daten sind zerstört.",00000000000000000000000000000000000000244154454e0053494e44005a455253547a52540e
4818,0x59C94D,30,30,"                   NEUES SPIEL",000000000000000000000000000000000000002e2535253300333029252c
4819,0x59C96C,47,47,"                            Wirklich speichern?",000000000000000000000000000000000000000000000000000000003749524b4c4943480053504549434845524e1f
4820,0x59C99C,22,22,"                    Ja",00000000000000000000000000000000000000002a41
4821,0x59C9B3,41,41,"                                     Nein",000000000000000000000000000000000000000000000000000000000000000000000000002e45494e
4822,0x59C9DD,43,43,"                                   Beendet.",00000000000000000000000000000000000000000000000000000000000000000000002245454e4445540e
4823,0x59CA09,57,57,"                                                         ",000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4824,0x59CA43,65,65,"                                                                 ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4825,0x59CA85,75,75,"                                                                 Formatiert",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000264f524d415449455254
4826,0x59CAD1,81,81,"                                                       Formatierung nicht möglich",00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000264f524d4154494552554e47004e49434854004d7a474c494348
4827,0x59CB23,55,55,"                                       Nicht formatiert",0000000000000000000000000000000000000000000000000000000000000000000000000000002e4943485400464f524d415449455254
4828,0x59CB5B,67,67,"                                                 Jetzt formatieren?",000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002a45545a5400464f524d4154494552454e1f
4829,0x59CB9F,72,72,"                                               Memory Card wird geprüft.",00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002d454d4f52590023415244005749524400474550527f46540e
4830,0x59CBE8,63,63,"                                        Keine Spielstandsdatei.",000000000000000000000000000000000000000000000000000000000000000000000000000000002b45494e4500335049454c5354414e445344415445490e
4831,0x59CC28,107,107,"                                          Diese Memory Card ist beschädigt und kann nicht verwendet werden.",0000000000000000000000000000000000000000000000000000000000000000000000000000000000002449455345002d454d4f52590023415244004953540042455343486a4449475400554e44004b414e4e004e494348540056455257454e4445540057455244454e0e
4832,0x59CC94,28,28,"Andere Memory Card einlegen.",214e44455245002d454d4f525900234152440045494e4c4547454e0e
4833,0x59CCB1,85,85,"                                     Nicht genug Platz in der Spielstandsdatei übrig.",000000000000000000000000000000000000000000000000000000000000000000000000002e494348540047454e554700304c41545a00494e0044455200335049454c5354414e44534441544549007f425249470e
4834,0x59CD07,64,64,"                 Bitte benutzen Sie eine andere Spielstandsdatei",000000000000000000000000000000000022495454450042454e55545a454e003349450045494e4500414e4445524500335049454c5354414e44534441544549
4835,0x59CD48,61,61,"                  oder löschen Sie 1 Block gesicherter Daten.",0000000000000000000000000000000000004f444552004c7a534348454e00334945001100224c4f434b00474553494348455254455200244154454e0e
4836,0x59CD86,22,22,"                      ",00000000000000000000000000000000000000000000
4837,0x59CD9D,65,65,"                                                                 ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4838,0x59CDDF,85,85,"                                                                 Lesen nicht möglich.",00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002c4553454e004e49434854004d7a474c4943480e
4839,0x59CE35,60,60,"                                             Spiel beginnen?",000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000335049454c00424547494e4e454e1f
4840,0x59CE72,52,50,"                                                  ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000b4b5
4841,0x59CEA7,65,63,"                                                               ",000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000b4b5
4842,0x59CEE9,65,63,"                                                               ",000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000b4b5
4843,0x59CF2B,63,63,"                                                               ",000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4844,0x59CF6B,125,125,"                                                                     Kann Speicherpuffer der Spielstandsdatei nicht zuordnen!",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002b414e4e0033504549434845525055464645520044455200335049454c5354414e44534441544549004e49434854005a554f52444e454e01
4845,0x59CFE9,30,30,"   Ungültige Spielstandsdatei!",000000354e477f4c5449474500335049454c5354414e4453444154454901
4846,0x59D008,47,47,"                                Spielstand 1   ",0000000000000000000000000000000000000000000000000000000000000000335049454c5354414e440011000000
4847,0x59D038,19,19,"    Spielstand 2   ",00000000335049454c5354414e440012000000
4848,0x59D04C,19,19,"    Spielstand 3   ",00000000335049454c5354414e440013000000
4849,0x59D060,19,19,"    Spielstand 4   ",00000000335049454c5354414e440014000000
4850,0x59D074,19,19,"    Spielstand 5   ",00000000335049454c5354414e440015000000
4851,0x59D088,19,19,"    Spielstand 6   ",00000000335049454c5354414e440016000000
4852,0x59D09C,19,19,"    Spielstand 7   ",00000000335049454c5354414e440017000000
4853,0x59D0B0,19,19,"    Spielstand 8   ",00000000335049454c5354414e440018000000
4854,0x59D0C4,19,19,"    Spielstand 9   ",00000000335049454c5354414e440019000000
4855,0x59D0D8,17,17,"    Spielstand 10",00000000335049454c5354414e44001110
4856,0x59D0EA,91,77,"      !)  m t!v L!S     ""  % j G  K  :     `!e +! ë e   [!  ç V C v r  m     ",000000000000dc010900a4004d00540156002c0133000000000080028900f60005004a002700aa002b0096001a0000000000400145000b01ce006b004500a300a3003b019a0085006700360023005600520094004d0000000000fe
4857,0x59D146,0,0,"",
4858,0x59D147,0,0,"",
4859,0x59D148,0,0,"",
4860,0x59D149,0,0,"",
4861,0x59D14A,0,0,"",
4862,0x59D14B,0,0,"",
4863,0x59D14C,1,0,"",fe
4864,0x59D14E,0,0,"",
4865,0x59D14F,0,0,"",
4866,0x59D150,5,5,"Level",2c4556454c
4867,0x59D156,138,128,"      p  @  cZ|ffW|ôòâ|ìåî|gåòìáî|íïáãìåîNâññ cZ|ffW|ôòâ|ìåî|gåòìáî|íïáãìåîNâññ Eôôá°å  Eôôá°åOôá°åEPRãNÜÜW Eôôá°åOôá°åEPRãNÜÜW ",0000b0000080800000805000008020000080433a5c4646375c7372635c6d656e755c4765726d616e5c6c6f61646d656e752e63707000433a5c4646375c7372635c6d656e755c4765726d616e5c6c6f61646d656e752e6370700025737361766500002573736176652f73617665253032642e666637002573736176652f73617665253032642e66663700
4868,0x59D1E1,135,131,"               ôóòõ                  _ñï•     âïô             ôèî             õáî             áõáî    @Y     PB                    ",00000000000000000000000000000073717274000000000000000000000000000000000000e03f706f770000000000636f730000000000000000000000000073696e0000000000000000000000000074616e000000000000000000000000006174616e0000000020397b000000000030227b0000000000000000000000000000000000000000c0
4869,0x59D269,0,0,"",
4870,0x59D26A,8,4,"UéA/",35c26821a2da0fc9
4871,0x59D273,37,35,"_      _($((($(( $,( $,(           ",3f000000000000f03f080408080804080800040c0800040c08000000000000000000000080
4872,0x59D299,9,8,"ü       ",7f0000000000000080
4873,0x59D2A3,0,0,"",
4874,0x59D2A4,16,10,"Üó-`      ",dca7d7b9856671b10d40000000000000
4875,0x59D2B5,0,0,"",
4876,0x59D2B6,228,187,"-`Vc,9_      _#å£ñ         !4 AM }J àJ áN       %áõáîR       ""0 Q òR J uR uR uR J uR J J J J òR òR J J  !  $  '  *  -    ñ_  _    !  $  '  *  -        _      c      [      _      _      ",0d40f736430c9819f695fd3f000000000000e03f03657870000000000000000000011400212d7b005d2a7b00622a7b00612e7b00000000000000056174616e3200000000000000021000fc317b0072327b008f2a7b0055327b0055327b0055327b008f2a7b0055327b008d2a7b008d2a7b00b72a7b008d2a7b0072327b0072327b008f2a7b00f62a7b00000100000400000700000a00000d00000000703f0000883f0000005f000100000400000700000a00000d0000000000000000ee3f000000000000f043000000000000f03b000000000000f03f000000000000e03f000000000000
4877,0x59D39B,0,0,"",
