index,steam_en_offset,steam_en_va,estore_en_offset,estore_de_offset,en_text,de_text,de_bytes_hex,confidence,method,delta,length,type
323,0x51F158,0x536758,0x51FD58,0x5959C0,Mgtov[55]rgzk,[99] x [A7] [9E] STUFE [11],99005200A7009E0033343526250011FF00000000,LOW,nearby_search,0x75C68,20,DEF
324,0x51F16C,0x53676C,0x51FD6C,0x5959C4,Bkxykxq,[A7] [9E] STUFE [11],A7009E0033343526250011FF0000000000000000,LOW,nearby_search,0x75C58,20,DEF
325,0x51F180,0x536780,0x51FD80,0x5969C8,Pkkxrkyy,  w f1[9F] w [1F] [9E] [59] ,0000510040019F0051001F009E005900FFFFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
326,0x51F194,0x536794,0x51FD94,0x5959DC,Pgxgr[59][5A]kj,            STUFE [12],00000000000000000000000033343526250012FF,LOW,nearby_search,0x75C48,20,DEF
327,0x51F1A8,0x5367A8,0x51FDA8,0x5969F0,Dgxqtkyy,y[69][17][61][A1][69],53691761A169FF002849545A45FF000000000000,MEDIUM,regional_delta,0x76C48,20,DEF
328,0x51F1C0,0x5367C0,0x51FDC0,0x595718,Erksktz,Erksktz,254C454D454E54FF00000000000000,HIGH,exact_match,0x75958,15,DEF
329,0x51F1CF,0x5367CF,0x51FDCF,0x596A17,Ellkiz,x,52FF00000025524445FF0000000000,MEDIUM,regional_delta,0x76C48,15,DEF
330,0x51F1DE,0x5367DE,0x51FDDE,0x596A26,Azzgiq,  Golz,000027494654FF0000000000000033,MEDIUM,regional_delta,0x76C48,15,DEF
331,0x51F1ED,0x5367ED,0x51FDED,0x596A35,Dklktj,in[57]kxqxglz,43485745524B52414654FF37415353,MEDIUM,regional_delta,0x76C48,15,DEF
332,0x51F1FC,0x5367FC,0x51FDFC,0x596A44,Hgr[56]k,kx,4552FF000000000037494E44FF0000,MEDIUM,regional_delta,0x76C48,15,DEF
333,0x51F20B,0x53680B,0x51FE0B,0x596A53,It[56]groj,     Hkorom,00000000002845494C4947FF000000,MEDIUM,regional_delta,0x76C48,15,DEF
334,0x51F21A,0x53681A,0x51FE1A,0x596A62,Ahyuxh,      Tuj,000000000000344F44FF0000000000,MEDIUM,regional_delta,0x76C48,15,DEF
335,0x51F256,0x536856,0x51FE56,0x596A9E,Szxktmzn,      Golz,00000000000027494654FF00000000,MEDIUM,regional_delta,0x76C48,15,DEF
336,0x51F265,0x536865,0x51FE65,0x595ABD,Dk[58]zkxoz[59],E,25FF00000000000000000022454749,LOW,nearby_search,0x75C58,15,DEF
337,0x51F274,0x536874,0x51FE74,0x596ABC,Vozgroz[59],kx,4552FF000000000000000000000000,MEDIUM,regional_delta,0x76C48,15,DEF
338,0x51F283,0x536883,0x51FE83,0x596ACB,Mgmoi, Zuxt,003A4F524EFF000000000000000000,MEDIUM,regional_delta,0x76C48,15,DEF
339,0x51F292,0x536892,0x51FE92,0x596ADA,Svoxoz,      Py[59]inu,00000000000030535943484FFF0000,MEDIUM,regional_delta,0x76C48,15,DEF
340,0x51F2A1,0x5368A1,0x51FEA1,0x595AE9,L[55]iq,TUFE [6A]tjkxt[1F],34352625006A4E4445524E1FFF0000,LOW,nearby_search,0x75C48,15,DEF
341,0x51F2B0,0x5368B0,0x51FEB0,0x596AF8,Azzgiq,komkt,454947454EFF000000000000000000,MEDIUM,regional_delta,0x76C48,15,DEF
342,0x51F2BF,0x5368BF,0x51FEBF,0x596B07,Azzgiq5, Hgyz,0028415354FF000000000000000000,MEDIUM,regional_delta,0x76C48,15,DEF
343,0x51F2CE,0x5368CE,0x51FECE,0x596B16,Dklktyk,      Gksgin,00000000000027454D414348FF0000,MEDIUM,regional_delta,0x76C48,15,DEF
344,0x51F2DD,0x5368DD,0x51FEDD,0x595B25,Dklktyk5,   Nkot,0000002E45494EFF00000000000000,LOW,nearby_search,0x75C48,15,DEF
345,0x51F2EC,0x5368EC,0x51FEEC,0x596B34,Mgmoi gzq,,FF0000000000000000000000000000,MEDIUM,regional_delta,0x76C48,15,DEF
346,0x51F2FB,0x5368FB,0x51FEFB,0x596B43,Mgmoi jkl, Fxuyin,0026524F534348FF00000000000000,MEDIUM,regional_delta,0x76C48,15,DEF
347,0x51F30A,0x53690A,0x51FF0A,0x596B52,Mgmoi jkl5,      Z[57]kxm,0000000000003A57455247FF000000,MEDIUM,regional_delta,0x76C48,15,DEF
348,0x51F319,0x536919,0x51FF19,0x595B71,Wvt[1A],rkt,4C454EFF0000000000000000000000,LOW,nearby_search,0x75C58,15,DEF
349,0x51F328,0x536928,0x51FF28,0x596B70,Axs[1A],[0E]Vkxyzkot[0E],0E364552535445494E0EFF00000000,MEDIUM,regional_delta,0x76C48,15,DEF
350,0x51F337,0x536937,0x51FF37,0x596B7F,Aii[1A], Vkxyzkot[0E],00364552535445494E0EFF00000000,MEDIUM,regional_delta,0x76C48,15,DEF
351,0x51F346,0x536946,0x51FF46,0x596B8E,Losoz rk[56]kr[1A],      Hkor[55]tm,0000000000002845494C554E47FF00,MEDIUM,regional_delta,0x76C48,15,DEF
352,0x51F3A8,0x5369A8,0x51FFA8,0x595BF0,Wvt[0E],,FFFFFFFFFFFFFFFF0000FFFF,LOW,nearby_search,0x75C48,12,DEF
353,0x51F3B4,0x5369B4,0x51FFB4,0x596BFC,Axs[0E],rj,4C44FF000000000000000000,MEDIUM,regional_delta,0x76C48,12,DEF
354,0x51F3C0,0x5369C0,0x51FFC0,0x59593E,Aii[0E],Aii[0E],2143430EFF00000000000000,HIGH,exact_match,0x7597E,12,DEF
355,0x51F420,0x536A20,0x520020,0x595C68,Azzgiq,  ,0000FFFFFFFF00FF0000FFFF,LOW,nearby_search,0x75C48,12,DEF
356,0x51F42C,0x536A2C,0x52002C,0x596C74,Azzgiq 5,j,44FF00000000000000000000,MEDIUM,regional_delta,0x76C48,12,DEF
357,0x51F438,0x536A38,0x520038,0x595C80,Dklktyk,,FFFFFFFF0000FFFFFFFF00FF,LOW,nearby_search,0x75C48,12,DEF
358,0x51F444,0x536A44,0x520044,0x595C8C,Dklktyk 5,  ,0000FFFF4900490013092320,LOW,nearby_search,0x75C48,12,DEF
359,0x51F450,0x536A50,0x520050,0x596C98,Mgmoi gzq,q[55]tm,4B554E47FF000000003A5553,MEDIUM,regional_delta,0x76C48,12,DEF
360,0x51F45C,0x536A5C,0x52005C,0x596CA4,Mgmoi jkl,gz[5A][57]oxq[55]tm,41545A5749524B554E47FF00,MEDIUM,regional_delta,0x76C48,12,DEF
361,0x51F468,0x536A68,0x520068,0x595CB0,Mgmoi jkl5,[13]0[11] ,130A1100FF3FFFFF01000000,LOW,nearby_search,0x75C48,12,DEF
362,0x51F474,0x536A74,0x520074,0x596CBC,Sruz,mxoll,4752494646FF000000000000,MEDIUM,regional_delta,0x76C48,12,DEF
363,0x51F480,0x536A80,0x520080,0x595CC8,Gxu[57]zn,s s [17][0B][11]C,4D004D00170B1123FFFFFFFF,LOW,nearby_search,0x75C48,12,DEF
364,0x51F48C,0x536A8C,0x52008C,0x596CD4,Nuznotm,kxzkojom[55]tm,4552544549444947554E47FF,MEDIUM,regional_delta,0x76C48,12,DEF
365,0x51F498,0x536A98,0x520098,0x5904BC,Nuxsgr,Nuxsgr,2E4F524D414CFF0000000000,HIGH,exact_match,0x70424,12,DEF
366,0x51F4A4,0x536AA4,0x5200A4,0x596CEC,Du[55]hrk,Hgrhokxkt,28414C42494552454EFF0000,MEDIUM,regional_delta,0x76C48,12,DEF
367,0x51F4B0,0x536AB0,0x5200B0,0x595CF8,Txovrk,,FFFF00FF0000FFFF4F004F00,LOW,nearby_search,0x75C48,12,DEF
368,0x51F518,0x536B18,0x520118,0x596D60,Du [59]u[55] xkgrr[59] [57]gtz zu xksu[5,         ,000000000000000000FF0000000000000000000000000000000000000000,MEDIUM,regional_delta,0x76C48,36,DEF
369,0x51F53C,0x536B3C,0x52013C,0x596D84,I y[55]xk ju1,[6A]xqk,6A524B45FF00000000000000000000000000000000000027455343484943,MEDIUM,regional_delta,0x76C48,36,DEF
370,0x51F560,0x536B60,0x520160,0x596DA8,Wgoz g yki,            Vozgroz[6A]z,000000000000000000000000364954414C49546A54FF0000000000000000,MEDIUM,regional_delta,0x76C48,36,DEF
371,0x51F584,0x536B84,0x520184,0x5972BC,Skvnoxuzn[B2][A9][A9][B3],Skvnoxuzn[B2][A9][A9][B3],3345504849524F5448B2A9A9B3FF00000000000000000000000000000000,HIGH,exact_match,0x77138,36,DEF
372,0x51F5A8,0x536BA8,0x5201A8,0x595DF0,Wvt[0E],  ,0000FFFFFFFF00FF0000FFFF420042009715B116,LOW,nearby_search,0x75C48,20,DEF
373,0x51F5BC,0x536BBC,0x5201BC,0x596E04,Axs[0E],,FF00000000000000000000000000000000000000,MEDIUM,regional_delta,0x76C48,20,DEF
374,0x51F5D0,0x536BD0,0x5201D0,0x596E18,Ahoroz[59] royz,Atmxoll,214E4752494646FF000000000000000000000000,MEDIUM,regional_delta,0x76C48,20,DEF
375,0x51F5E4,0x536BE4,0x5201E4,0x596E2C,Ew[55]ov kllkiz,     Atmxoll 5,0000000000214E47524946460005FF0000000000,MEDIUM,regional_delta,0x76C48,20,DEF
376,0x51F5F8,0x536BF8,0x5201F8,0x595E40,Cnkiq,,FFFFFFFF0000FFFFFFFF00FF0000FFFF43004300,LOW,nearby_search,0x75C48,20,DEF
377,0x51F60C,0x536C0C,0x52020C,0x596E54,Axxgtmk,tm,4E47FF0000000000000000000000003645525445,MEDIUM,regional_delta,0x76C48,20,DEF
378,0x51F634,0x536C34,0x520234,0x5973A4,AP,AP,2130FF0000000000000000000000000000000000,HIGH,exact_match,0x77170,20,DEF
379,0x51F648,0x536C48,0x520248,0x596E90,Tu tk[58]z rk[56]kr,     Zg[55]hkxgh[57]knx,00000000003A4155424552414257454852FF0000,MEDIUM,regional_delta,0x76C48,20,DEF
380,0x51F65C,0x536C5C,0x52025C,0x5973DC,MASTER,MASTER,2D2133342532FF00000000000000000000000000,HIGH,exact_match,0x77180,20,DEF
381,0x51F670,0x536C70,0x520270,0x596EB8,Axxgtmk, 5,0005FF0000000000000000000000003741460EFF,MEDIUM,regional_delta,0x76C48,20,DEF
382,0x51F684,0x536C84,0x520284,0x595ECC,E[58]ingtmk,,FFFFFFFF0000CFFFFFFF00FF0000FFFF67006700,LOW,nearby_search,0x75C48,20,DEF
383,0x51F698,0x536C98,0x520298,0x596EE0,Rksu[56]k grr,R[7F]y[0E],327F530EFF000000000000000000000000000000,MEDIUM,regional_delta,0x76C48,20,DEF
384,0x51F6AC,0x536CAC,0x5202AC,0x596EF4,Txgyn,     Aii[0E],00000000002143430EFF00000000000000000000,MEDIUM,regional_delta,0x76C48,20,DEF
385,0x51F6D4,0x536CD4,0x5202D4,0x596F1C,Dk[58]zkxoz[59],k,45FF000000000000000000000000000000000000,MEDIUM,regional_delta,0x76C48,20,DEF
386,0x51F6E8,0x536CE8,0x5202E8,0x595F30,Cu[56]kx,[6C] [6C] [97]A[11][12],6C006C0097211112FFFF0008FFFFFFFF0000FFFF,LOW,nearby_search,0x75C48,20,DEF
387,0x51F6FC,0x536CFC,0x5202FC,0x595F44,Mgmoi,,FFFF00FF0000FFFF6D006D009722110BFFFF0012,LOW,nearby_search,0x75C48,20,DEF
388,0x51F710,0x536D10,0x520310,0x595F58,L[55]iq,,FFFFFFFF0000FFFFFF2700FF0000230050005000,LOW,nearby_search,0x75C48,20,DEF
389,0x51F724,0x536D24,0x520324,0x5973DC,MASTER,MASTER,2D2133342532FF00000000000000000000000000,HIGH,exact_match,0x770B8,20,DEF
390,0x51F738,0x536D38,0x520338,0x596F80,Szxktmzn,Wgl[0E],3741460EFF000000000000000000000000000000,MEDIUM,regional_delta,0x76C48,20,DEF
391,0x51F74C,0x536D4C,0x52034C,0x596F94,Vozgroz[59],  R[7F]y[0E],0000327F530EFF00000000000000000000000000,MEDIUM,regional_delta,0x76C48,20,DEF
392,0x51F760,0x536D60,0x520360,0x596FA8,Mgmoi,    Aii[0E],000000002143430EFF0000000000000000000000,MEDIUM,regional_delta,0x76C48,20,DEF
393,0x51F774,0x536D74,0x520374,0x596FBC,Mgmoi jkl,      Z[55]h[0E],0000000000003A55420EFF000000000000000000,MEDIUM,regional_delta,0x76C48,20,DEF
394,0x51F788,0x536D88,0x520388,0x596FD0,Dk[58]zkxoz[59],        Sz[6A]xqk,000000000000000033546A524B45FF0000000000,MEDIUM,regional_delta,0x76C48,20,DEF
395,0x51F79C,0x536D9C,0x52039C,0x596FE4,L[55]iq,          Gkyinoiq,00000000000000000000274553434849434BFF00,MEDIUM,regional_delta,0x76C48,20,DEF
396,0x51F7B0,0x536DB0,0x5203B0,0x595FF8,Mg[58]HP,[97]H[11][1E],9728111EFFFF0005FFFFFFFF0000FFFFFFFF00FF,LOW,nearby_search,0x75C48,20,DEF
397,0x51F7C4,0x536DC4,0x5203C4,0x59700C,Mg[58]MP,,FF000000000000000000000000003A4155424552,MEDIUM,regional_delta,0x76C48,20,DEF
398,0x51F7D8,0x536DD8,0x5203D8,0x597020,Mg[58]HPUP,,FF0000000000000000000000000000002D4F5241,MEDIUM,regional_delta,0x76C48,20,DEF
399,0x51F7EC,0x536DEC,0x5203EC,0x597034,Mg[58]MPUP,r,4CFF00000000000000000000000000000000274C,MEDIUM,regional_delta,0x76C48,20,DEF
400,0x51F800,0x536E00,0x520400,0x597628,EXP[0E]UP,EXP[0E]UP,2538300E3530FF00000000000000000000000000,HIGH,exact_match,0x77228,20,DEF
401,0x51F814,0x536E14,0x520414,0x597644,Gor UP,Gor UP,27494C003530FF00000000000000000000000000,HIGH,exact_match,0x77230,20,DEF
402,0x51F828,0x536E28,0x520428,0x597070,Etiu[55]tz Du[57]t,  Atmxoll 5,0000214E47524946460005FF0000000000000000,MEDIUM,regional_delta,0x76C48,20,DEF
403,0x51F83C,0x536E3C,0x52043C,0x597084,Etiu[55]tz Uv,    Vkxzkojom[55]tm,00000000364552544549444947554E47FF000000,MEDIUM,regional_delta,0x76C48,20,DEF
404,0x51F850,0x536E50,0x520450,0x596098,Mkkz Cnuiuhuy,  ,0000FFFF84008400002E00FFFFFF0301FFFFFFFF,LOW,nearby_search,0x75C48,20,DEF
405,0x51F864,0x536E64,0x520464,0x5970AC,Pxk[0D]ksvzo[56]k,,FF000000000000003A4155424552FF0000000000,MEDIUM,regional_delta,0x76C48,20,DEF
406,0x51F878,0x536E78,0x520478,0x5960C0,Lutm xgtmk gzzgiq,,FFFF0302FFFFFFFF0000FFFFFFFF00FF0000FFFF,LOW,nearby_search,0x75C48,20,DEF
407,0x51F88C,0x536E8C,0x52048C,0x5970D4,Azzgiq grr,nx,4852FF0000000000000000003A41554245524142,MEDIUM,regional_delta,0x76C48,20,DEF
408,0x51F8A0,0x536EA0,0x5204A0,0x5970E8,Cu[55]tzkx gzzgiq,[57][0E] 5,570E0005FF00000000000000000026415353554E,MEDIUM,regional_delta,0x76C48,20,DEF
409,0x51F9E8,0x536FE8,0x5205E8,0x597230,Mgmoi,    Wotj,0000000037494E44FF000000,MEDIUM,regional_delta,0x76C48,12,DEF
410,0x51F9FC,0x536FFC,0x5205FC,0x597244,S[55]ssut,om,4947FF000000000000000000,MEDIUM,regional_delta,0x76C48,12,DEF
411,0x51FA10,0x537010,0x520610,0x596258,Etks[59][0D]Sqorr,  C [7F] [7F] [13],000023007F007F0013FF1118,LOW,nearby_search,0x75C48,12,DEF
412,0x51FA24,0x537024,0x520624,0x59726C,Ajjkj[0D]Ahoroz,kxjkt[1F],455244454E1FFF002A4101FF,MEDIUM,regional_delta,0x76C48,12,DEF
413,0x51FA38,0x537038,0x520638,0x596280,Arr,,FFFFFFFFFFFFFFFF0100FFFF,LOW,nearby_search,0x75C48,12,DEF
414,0x51FA4C,0x53704C,0x52064C,0x596294,[14][58][0D]M,[8A] [8A] [13],8A008A0013FF112AFFFFFFFF,LOW,nearby_search,0x75C48,12,DEF
415,0x51FA60,0x537060,0x520660,0x5962A8,Ahyuxh MP,[64],64FF00FF0000FFFF85008500,LOW,nearby_search,0x75C48,12,DEF
416,0x51FA74,0x537074,0x520674,0x5962BC,Ahyuxh HP,,FFFFFFFF0400FFFF782300FF,LOW,nearby_search,0x75C48,12,DEF
417,0x51FA9C,0x53709C,0x52069C,0x5972E4,Szkgr gy [57]kr,,FF0000000000000000000000,MEDIUM,regional_delta,0x76C48,12,DEF
418,0x51FAB0,0x5370B0,0x5206B0,0x5972F8,E[58]zxg i[55]z,    R[7F]y[0E],00000000327F530EFF000000,MEDIUM,regional_delta,0x76C48,12,DEF
419,0x51FAC4,0x5370C4,0x5206C4,0x59630C,T[55]xhu MP,,FFFFFFFFFFFFFFFF0000FFFF,LOW,nearby_search,0x75C48,12,DEF
420,0x51FAD8,0x5370D8,0x5206D8,0x597320,Nuznotm[0E],zyroyzk,54534C49535445FF00000000,MEDIUM,regional_delta,0x76C48,12,DEF
421,0x51FAEC,0x5370EC,0x5206EC,0x596334,Nuz ktu[55]mn M,,FFFFFFFF0000FFFFFFFFFFFF,LOW,nearby_search,0x75C48,12,DEF
422,0x51FB68,0x537168,0x520768,0x5963B0,Uyk,,FFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x75C48,12,DEF
423,0x51FB74,0x537174,0x520774,0x5963BC,Axxgtmk,,FFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x75C48,12,DEF
424,0x51FB80,0x537180,0x520780,0x5973C8,Kk[59] Izksy,yzk Ehktk,535445002542454E45FF0000,MEDIUM,regional_delta,0x76C48,12,DEF
425,0x51FB8C,0x53718C,0x52078C,0x5963D4,C[55]yzuso[5A]k,,FFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x75C48,12,DEF
426,0x51FB98,0x537198,0x520798,0x5973E0,Fokrj,ER,2532FF000000000000000000,MEDIUM,regional_delta,0x76C48,12,DEF
427,0x51FBA4,0x5371A4,0x5207A4,0x5963EC,Bgzzrk,,FFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x75C48,12,DEF
428,0x51FBB0,0x5371B0,0x5207B0,0x5973F8,Tnxu[57],Oxjtkt,2F52444E454EFF0000000000,MEDIUM,regional_delta,0x76C48,12,DEF
429,0x51FBBC,0x5371BC,0x5207BC,0x596404,T[59]vk,,FFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x75C48,12,DEF
430,0x51FBC8,0x5371C8,0x5207C8,0x597A98,Ngsk,Ngsk,2E414D45FF00000000000000,HIGH,exact_match,0x772D0,12,DEF
431,0x51FBD4,0x5371D4,0x5207D4,0x59741C,Muyz,,FF0000000000000000000000,MEDIUM,regional_delta,0x76C48,12,DEF
432,0x51FBE0,0x5371E0,0x5207E0,0x596428,Lkgyz,,FFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x75C48,12,DEF
433,0x51FBF0,0x5371F0,0x5207F0,0x597438,OK1 Guz oz1,zlkxtkt,544645524E454EFF00000000000000000000000037454757455246454EFF,MEDIUM,regional_delta,0x76C48,34,DEF
434,0x51FC12,0x537212,0x520812,0x59745A,I7s tuz y[55]xk h[55]z[A9],              ,0000000000000000000000000000FF000000000000000000000000000000,MEDIUM,regional_delta,0x76C48,34,DEF
435,0x51FC34,0x537234,0x520834,0x59747C,Dut7z xkgrr[59] igxk[0E],        Gkyin[57]otjomqkoz   5H[65]HER,0000000000000000274553434857494E4449474B45495400000005286528,MEDIUM,regional_delta,0x76C48,34,DEF
436,0x51FC56,0x537256,0x520856,0x59749E,Hkn1 Nu y[57]kgz1,  Sin[55]z[5A]   5H[65]HER,000033434855545A000000052865282532FF000000000000000000000000,MEDIUM,regional_delta,0x76C48,34,DEF
437,0x51FC78,0x537278,0x520878,0x5974C0,D[0D]j[0D]j[0D]jgst1 M[59] nkgj n[55]xzy,kxqxglz   5H[65]HER,45524B52414654000000052865282532FF00000000000000274C7F434B00,MEDIUM,regional_delta,0x76C48,34,DEF
438,0x51FC9A,0x53729A,0x52089A,0x5974E2,Guz t[55]znot7 zu ju [57]ozn sk1,[65]HER,65282532FF000000000000000000000000002D2133342532FF0000000000,MEDIUM,regional_delta,0x76C48,34,DEF
439,0x51FCBC,0x5372BC,0x5208BC,0x597504,Hss[0C] yu zngz7y oz[0E],            Sz[6A]xqk,00000000000000000000000033546A524B45FF0000000000000000000000,MEDIUM,regional_delta,0x76C48,34,DEF
440,0x51FCDE,0x5372DE,0x5208DE,0x597526,I7s tuz zuu y[55]xk h[55]z[A9],      Vozgroz[6A]z,000000000000364954414C49546A54FF0000000000000000000000000000,MEDIUM,regional_delta,0x76C48,34,DEF
441,0x51FD00,0x537300,0x520900,0x597548,I7[56]k muz znk [57]xutm vkxyut[0E],Zg[55]hkx,3A4155424552FF0000000000000000000000000000000000000000003A42,MEDIUM,regional_delta,0x76C48,34,DEF
442,0x51FD22,0x537322,0x520922,0x59756A,Tnoy ynu[55]rj hk uqg[59][0E],zjm,544447FF000000000000000000000000000000000000274553434849434B,MEDIUM,regional_delta,0x76C48,34,DEF
443,0x51FD44,0x537344,0x520944,0x59758C,Nuz w[55]ozk xkgj[59] [59]kz[0E],                Gr[7F]iq,00000000000000000000000000000000274C7F434BFF0000000000000000,MEDIUM,regional_delta,0x76C48,34,DEF
444,0x51FD66,0x537366,0x520966,0x5975AE,Iz oyt7z sk[0E],          MAXHP,000000000000000000002D21382830FF0000000000000000000000000000,MEDIUM,regional_delta,0x76C48,34,DEF
445,0x51FD88,0x537388,0x520988,0x5975D0,Romnz[0C] I7[56]k muz oz1,    MAXMP,000000002D21382D30FF0000000000000000000000000000000000000000,MEDIUM,regional_delta,0x76C48,34,DEF
446,0x51FDAA,0x5373AA,0x5209AA,0x5975F2,I jut7z mkz oz[0E],XHP,382830FF000000000000000000000000000000000000000000002D21382D,MEDIUM,regional_delta,0x76C48,34,DEF
447,0x51FDCC,0x5373CC,0x5209CC,0x597614,Iz ngy tuznotm zu ju [57]ozn sk[0E],                    EXP[0E]UP,00000000000000000000000000000000000000002538300E3530FF000000,MEDIUM,regional_delta,0x76C48,34,DEF
448,0x51FDEE,0x5373EE,0x5209EE,0x597636,Cuur1 Tnoy ynu[55]rj ju oz1,              Gor UP,000000000000000000000000000027494C003530FF000000000000000000,MEDIUM,regional_delta,0x76C48,34,DEF
449,0x51FE10,0x537410,0x520A10,0x597658,Nuvk1 I jut7z mkz oz1,        Txkllkt [0D] 5,00000000000000003452454646454E000D0005FF00000000000000000000,MEDIUM,regional_delta,0x76C48,34,DEF
450,0x51FE32,0x537432,0x520A32,0x59767A,On [57]u[57][0C] I7s zuzgrr[59] ir[55]kr,  Txkllkt [0B] 5,00003452454646454E000B0005FF00000000000000000000000000000000,MEDIUM,regional_delta,0x76C48,34,DEF
451,0x51FE54,0x537454,0x520A54,0x59769C,I7s mkzzotm rkyy n[55]sgt[A9],uhu zxkllkt,4F424F005452454646454EFF00000000000000000000000030526A56454E,MEDIUM,regional_delta,0x76C48,34,DEF
452,0x51FE76,0x537476,0x520A76,0x5976BE,I7s yzorr tuz xkgj[59][0E],[0E] [0B] 5,0E000B0005FF0000000000000000000000002645524E414E4752494646FF,MEDIUM,regional_delta,0x76C48,34,DEF
453,0x51FE98,0x537498,0x520A98,0x5976E0,Iz ngy tuznotm zu ju [57]ozn sk[0E],            Arrk gtmxkolkt,000000000000000000000000214C4C4500414E4752454946454EFF000000,MEDIUM,regional_delta,0x76C48,34,DEF
454,0x51FEBA,0x5374BA,0x520ABA,0x597702,Hk[59] I roqk znoy1 Lkssk [55]yk oz1,      Gkmktgtmxoll,000000000000274547454E414E4752494646FF0000000000000000000000,MEDIUM,regional_delta,0x76C48,34,DEF
455,0x51FEDC,0x5374DC,0x520ADC,0x597724,Hsvn[0E] Dut7z w[55]ozk mkz oz h[55]z[A9,Arrk gtmxkolkt,214C4C4500414E4752454946454EFF000000000000000000000000003354,MEDIUM,regional_delta,0x76C48,34,DEF
456,0x51FEFE,0x5374FE,0x520AFE,0x597746,Nuz sk1 Go[56]k oz zu yuskutk kryk1,mkx Atmxoll,47455200214E4752494646FF0000000000000000000028300F2D300D604E,MEDIUM,regional_delta,0x76C48,34,DEF
457,0x51FF20,0x537520,0x520B20,0x597768,Iz7y muz tuznotm zu ju [57]ozn sk[0E],tm,4E47FF000000000000000000000000000000000080029200000092008002,MEDIUM,regional_delta,0x76C48,34,DEF
458,0x5206B8,0x537CB8,0x5212B8,0x598628,Cru[55]j,Cru[55]j,234C4F5544FF000000000000,HIGH,exact_match,0x77370,12,DEF
459,0x5206C4,0x537CC4,0x5212C4,0x598634,Bgxxkz,Bgxxkz,224152524554FF0000000000,HIGH,exact_match,0x77370,12,DEF
460,0x5206D0,0x537CD0,0x5212D0,0x598640,Tolg,Tolg,34494641FF00000000000000,HIGH,exact_match,0x77370,12,DEF
461,0x5206DC,0x537CDC,0x5212DC,0x59864C,Akxoy,Akxoy,2145524953FF000000000000,HIGH,exact_match,0x77370,12,DEF
462,0x5206E8,0x537CE8,0x5212E8,0x598658,Rkj XIII,Rkj XIII,3245440038292929FF000000,HIGH,exact_match,0x77370,12,DEF
463,0x5206F4,0x537CF4,0x5212F4,0x598664,Y[55]llok,Y[55]llok,395546464945FF0000000000,HIGH,exact_match,0x77370,12,DEF
464,0x520700,0x537D00,0x521300,0x598670,Cgoz Sozn,Cgoz Sozn,234149540033495448FF0000,HIGH,exact_match,0x77370,12,DEF
465,0x52070C,0x537D0C,0x52130C,0x59867C,Votiktz,Votiktz,36494E43454E54FF00000000,HIGH,exact_match,0x77370,12,DEF
466,0x520718,0x537D18,0x521318,0x598688,Coj,Coj,234944FF0000000000000000,HIGH,exact_match,0x77370,12,DEF
467,0x520724,0x537D24,0x521324,0x598694,Cnuiu,Cnuiu,23484F434FFF0000,HIGH,exact_match,0x77370,8,DEF
468,0x520748,0x537D48,0x521348,0x596FB0,Svgik,,FF00000000000000,LOW,nearby_search,0x75C68,8,DEF
469,0x520750,0x537D50,0x521350,0x596F98,Dkrkzk,y[0E],530EFF0000000000,LOW,nearby_search,0x75C48,8,DEF
470,0x520758,0x537D58,0x521358,0x596FB0,Skrkiz,,FF00000000000000,LOW,nearby_search,0x75C58,8,DEF
471,0x520760,0x537D60,0x521360,,D,,,NONE,padding_only,,1,UNICODE
472,0x520768,0x537D68,0x521368,,C,,,NONE,padding_only,,1,UNICODE
473,0x520770,0x537D70,0x521370,,A,,,NONE,padding_only,,1,UNICODE
474,0x520771,0x537D71,0x521371,,B,,,NONE,padding_only,,1,UNICODE
475,0x520772,0x537D72,0x521372,,C,,,NONE,padding_only,,1,UNICODE
476,0x520773,0x537D73,0x521373,,D,,,NONE,padding_only,,1,UNICODE
477,0x520774,0x537D74,0x521374,,E,,,NONE,padding_only,,1,UNICODE
478,0x520775,0x537D75,0x521375,,F,,,NONE,padding_only,,1,UNICODE
479,0x520776,0x537D76,0x521376,,G,,,NONE,padding_only,,1,UNICODE
480,0x520777,0x537D77,0x521377,,H,,,NONE,padding_only,,1,UNICODE
481,0x520778,0x537D78,0x521378,,I,,,NONE,padding_only,,1,UNICODE
482,0x520779,0x537D79,0x521379,,J,,,NONE,padding_only,,1,UNICODE
483,0x52077A,0x537D7A,0x52137A,,K,,,NONE,padding_only,,1,UNICODE
484,0x52077B,0x537D7B,0x52137B,,L,,,NONE,padding_only,,1,UNICODE
485,0x52077C,0x537D7C,0x52137C,,M,,,NONE,padding_only,,1,UNICODE
486,0x52077D,0x537D7D,0x52137D,,N,,,NONE,padding_only,,1,UNICODE
487,0x52077E,0x537D7E,0x52137E,,O,,,NONE,padding_only,,1,UNICODE
488,0x52077F,0x537D7F,0x52137F,,P,,,NONE,padding_only,,1,UNICODE
