index,raw_offset,text_offset,category,confidence,padding,total_bytes,text_preview,reason
648,0x596FB1,0x596FC2,clean_text,85,17,21,Zub.,"german_ratio=75.00%, ff7_valid=100.00%"
649,0x596FC7,0x596FD8,clean_text,95,17,23,Stärke,contains German indicator word
650,0x596FDF,0x596FEE,clean_text,95,15,23,Geschick,contains German indicator word
651,0x596FF7,0x597004,clean_text,85,13,21,Vitalitä,"german_ratio=100.00%, ff7_valid=100.00%"
652,0x59700D,0x59701A,clean_text,95,13,19,Zauber,contains German indicator word
653,0x597021,0x597030,clean_text,95,15,20,Moral,contains German indicator word
654,0x597036,0x597046,clean_text,95,16,21,Glück,contains German indicator word
655,0x59704C,0x59705C,clean_text,95,16,23,Angriff,contains German indicator word
656,0x597064,0x597072,clean_text,95,14,23,Angriff %,contains German indicator word
657,0x59707C,0x597088,clean_text,95,12,24,Verteidigung,contains German indicator word
658,0x597095,0x59709E,clean_text,95,9,23,Verteidigung %,contains German indicator word
659,0x5970AD,0x5970B4,clean_text,95,7,13,Zauber,contains German indicator word
660,0x5970BB,0x5970CA,clean_text,95,15,27,Zauberabwehr,contains German indicator word
661,0x5970D7,0x5970E0,clean_text,95,9,21,Zauberabw. %,contains German indicator word
662,0x5970ED,0x5970F6,clean_text,85,9,17,Fassung:,"german_ratio=87.50%, ff7_valid=100.00%"
663,0x5970FF,0x59710C,clean_text,85,13,22,Wachstum:,"german_ratio=88.89%, ff7_valid=100.00%"
664,0x597116,0x597122,clean_text,85,12,17,Keine,"german_ratio=100.00%, ff7_valid=100.00%"
665,0x597128,0x597138,clean_text,85,16,22,Normal,"german_ratio=100.00%, ff7_valid=100.00%"
666,0x59713F,0x59714E,clean_text,85,15,22,Doppelt,"german_ratio=100.00%, ff7_valid=100.00%"
667,0x597156,0x597164,clean_text,85,14,22,Dreifach,"german_ratio=100.00%, ff7_valid=100.00%"
668,0x59716D,0x59717A,fragment,80,13,13,,too short for menu text
669,0x59717B,0x597194,binary_data,90,25,106,"""£   £ ""S    !ï   !!! !  ]!    `!\   \ `!:   r  X     ñ  q  ",high byte ratio: 31.82%
670,0x5971E6,0x5971EC,clean_text,95,6,11,Kälte,contains German indicator word
671,0x5971F2,0x5971F8,clean_text,85,6,11,Blitz,"german_ratio=100.00%, ff7_valid=100.00%"
672,0x5971FE,0x597204,clean_text,95,6,10,Erde,contains German indicator word
673,0x597209,0x597210,clean_text,95,7,11,Gift,contains German indicator word
674,0x597215,0x59721C,clean_text,85,7,18,Schwerkraft,"german_ratio=100.00%, ff7_valid=100.00%"
675,0x597228,0x597228,clean_text,95,0,6,Wasser,contains German indicator word
676,0x59722F,0x597234,clean_text,95,5,9,Wind,contains German indicator word
677,0x597239,0x597240,clean_text,95,7,13,Heilig,contains German indicator word
678,0x597247,0x597250,clean_text,85,9,43,Soll das wirklich entfernt werden?,"german_ratio=85.29%, ff7_valid=100.00%"
679,0x597273,0x597274,clean_text,85,1,4,Ja!,"german_ratio=66.67%, ff7_valid=100.00%"
680,0x597278,0x597298,clean_text,85,32,44,Einen Moment,"german_ratio=91.67%, ff7_valid=100.00%"
681,0x5972A5,0x5972BC,character_name,95,23,36,Sephiroth,contains SEPHIROTH
682,0x5972CA,0x5972E0,clean_text,85,22,26,Waf.,"german_ratio=75.00%, ff7_valid=100.00%"
683,0x5972E5,0x5972FC,clean_text,85,23,27,Rüs.,"german_ratio=75.00%, ff7_valid=100.00%"
684,0x597301,0x597318,clean_text,85,23,38,Fähigkeitsliste,"german_ratio=100.00%, ff7_valid=100.00%"
685,0x597328,0x597334,clean_text,85,12,26,Rüstungseffekt,"german_ratio=100.00%, ff7_valid=100.00%"
686,0x597343,0x597350,clean_text,85,13,19,Prüfen,"german_ratio=100.00%, ff7_valid=100.00%"
687,0x597357,0x59736C,clean_text,85,21,27,Ordnen,"german_ratio=100.00%, ff7_valid=100.00%"
688,0x597373,0x597388,clean_text,85,21,44,Gespeicherte Zahl   /24,"german_ratio=69.57%, ff7_valid=100.00%"
689,0x5973A0,0x5973A4,clean_text,85,4,6,AP,"german_ratio=100.00%, ff7_valid=100.00%"
690,0x5973A7,0x5973C0,clean_text,95,25,42,Auf nächste Ebene,contains German indicator word
691,0x5973D2,0x5973DC,clean_text,95,10,16,MASTER,contains German indicator word
692,0x5973E3,0x5973F8,clean_text,85,21,27,Ordnen,"german_ratio=100.00%, ff7_valid=100.00%"
693,0x5973FF,0x597414,clean_text,85,21,29,Tauschen,"german_ratio=100.00%, ff7_valid=100.00%"
694,0x59741D,0x597430,clean_text,85,19,34,Alles entfernen,"german_ratio=93.33%, ff7_valid=100.00%"
695,0x597440,0x59744C,clean_text,85,12,21,Wegwerfen,"german_ratio=100.00%, ff7_valid=100.00%"
696,0x597456,0x597468,fragment,80,18,18,,too short for menu text
697,0x597469,0x597484,clean_text,85,27,51,Geschwindigkeit   %HåHER,"german_ratio=79.17%, ff7_valid=100.00%"
698,0x59749D,0x5974A0,clean_text,85,3,18,Schutz   %HåHER,"german_ratio=66.67%, ff7_valid=100.00%"
699,0x5974B0,0x5974BC,clean_text,95,12,32,Zauberkraft   %HåHER,contains German indicator word
700,0x5974D1,0x5974D8,clean_text,95,7,21,Glück   %HåHER,contains German indicator word
701,0x5974E7,0x5974F4,clean_text,95,13,19,MASTER,contains German indicator word
702,0x5974FB,0x597510,clean_text,95,21,27,Stärke,contains German indicator word
703,0x597517,0x59752C,clean_text,95,21,30,Vitalität,contains German indicator word
704,0x597536,0x597548,clean_text,95,18,24,Zauber,contains German indicator word
705,0x59754F,0x597564,clean_text,85,21,30,Zbrvertdg,"german_ratio=100.00%, ff7_valid=100.00%"
706,0x59756E,0x597580,clean_text,95,18,26,Geschick,contains German indicator word
707,0x597589,0x59759C,clean_text,95,19,24,Glück,contains German indicator word
708,0x5975A2,0x5975B8,clean_text,85,22,27,MAXHP,"german_ratio=100.00%, ff7_valid=100.00%"
709,0x5975BE,0x5975D4,clean_text,85,22,27,MAXMP,"german_ratio=100.00%, ff7_valid=100.00%"
710,0x5975DA,0x5975F0,clean_text,85,22,27,MAXHP,"german_ratio=100.00%, ff7_valid=100.00%"
711,0x5975F6,0x59760C,clean_text,85,22,27,MAXMP,"german_ratio=100.00%, ff7_valid=100.00%"
712,0x597612,0x597628,clean_text,85,22,28,EXP.UP,"german_ratio=83.33%, ff7_valid=100.00%"
713,0x59762F,0x597644,clean_text,85,21,27,Gil UP,"german_ratio=83.33%, ff7_valid=100.00%"
714,0x59764B,0x597660,clean_text,85,21,32,Treffen - %,"german_ratio=63.64%, ff7_valid=100.00%"
715,0x59766C,0x59767C,clean_text,85,16,27,Treffen + %,"german_ratio=63.64%, ff7_valid=100.00%"
716,0x597688,0x597698,character_name,95,16,31,Chocobo treffen,contains CHOCO
717,0x5976A8,0x5976B4,clean_text,85,12,27,Präventivm. + %,"german_ratio=66.67%, ff7_valid=100.00%"
718,0x5976C4,0x5976D0,clean_text,85,12,23,Fernangriff,"german_ratio=100.00%, ff7_valid=100.00%"
719,0x5976DC,0x5976EC,clean_text,85,16,30,Alle angreifen,"german_ratio=92.86%, ff7_valid=100.00%"
720,0x5976FB,0x597708,clean_text,85,13,25,Gegenangriff,"german_ratio=100.00%, ff7_valid=100.00%"
721,0x597715,0x597724,clean_text,85,15,29,Alle angreifen,"german_ratio=92.86%, ff7_valid=100.00%"
722,0x597733,0x597740,clean_text,95,13,30,Ständiger Angriff,contains German indicator word
723,0x597752,0x59775C,clean_text,85,10,24,HP/MP-nderung,"german_ratio=84.62%, ff7_valid=100.00%"
724,0x59776B,0x59777C,unknown,50,17,189,"""    ""S    !C!! $!C!   ""C! D  £ } : !ì     5""S   S ""T !ç $!!",no pattern matched
725,0x59782C,0x597830,unknown,50,4,74,O    £ O w!!£     ô £ 8 ë   \ 8   \     Z \ ã   `!R w ü  Zau,no pattern matched
726,0x597877,0x597886,clean_text,85,15,25,Beschwören,"german_ratio=100.00%, ff7_valid=100.00%"
727,0x597891,0x59789C,clean_text,85,11,23,Feindtechnik,"german_ratio=100.00%, ff7_valid=100.00%"
728,0x5978A9,0x5978B2,clean_text,85,9,30,Zusätzliche Fähigkeit,"german_ratio=95.24%, ff7_valid=100.00%"
729,0x5978C8,0x5978C8,clean_text,85,0,4,Alle,"german_ratio=100.00%, ff7_valid=100.00%"
730,0x5978CD,0x5978DE,clean_text,85,17,24,4x-Zber,"german_ratio=71.43%, ff7_valid=100.00%"
731,0x5978E6,0x5978F4,clean_text,85,14,24,MP absorb.,"german_ratio=80.00%, ff7_valid=100.00%"
732,0x5978FF,0x59790A,clean_text,85,11,21,HP absorb.,"german_ratio=80.00%, ff7_valid=100.00%"
733,0x597915,0x597920,fragment,80,11,11,,too short for menu text
734,0x597921,0x597936,clean_text,85,21,32,Auch stehl.,"german_ratio=81.82%, ff7_valid=100.00%"
735,0x597942,0x59794C,clean_text,85,10,16,Schlag,"german_ratio=100.00%, ff7_valid=100.00%"
736,0x597953,0x597962,clean_text,85,15,23,Turbo-MP,"german_ratio=87.50%, ff7_valid=100.00%"
737,0x59796B,0x597978,clean_text,95,13,19,Nichts,contains German indicator word
738,0x59797F,0x59798E,clean_text,95,15,30,Nicht genug MP.,contains German indicator word
739,0x59799E,0x5979A4,fragment,80,6,6,,too short for menu text
740,0x5979A8,0x5979AC,unknown,50,4,105,"""    ""S    ""2!!K  £ !K  £ !   S     `!r   r `!:   ç `!  6 j ",no pattern matched
741,0x597A12,0x597A1A,clean_text,85,8,14,Ordnen,"german_ratio=100.00%, ff7_valid=100.00%"
742,0x597A21,0x597A2C,clean_text,85,11,27,Schlüsselobjekte,"german_ratio=100.00%, ff7_valid=100.00%"
743,0x597A3D,0x597A3E,clean_text,85,1,7,Allein,"german_ratio=100.00%, ff7_valid=100.00%"
744,0x597A45,0x597A50,clean_text,85,11,15,Feld,"german_ratio=100.00%, ff7_valid=100.00%"
745,0x597A55,0x597A62,clean_text,85,13,21,Schlacht,"german_ratio=100.00%, ff7_valid=100.00%"
746,0x597A6B,0x597A74,clean_text,85,9,15,Werfen,"german_ratio=100.00%, ff7_valid=100.00%"
747,0x597A7B,0x597A86,clean_text,85,11,14,Typ,"german_ratio=100.00%, ff7_valid=100.00%"
748,0x597A8A,0x597A98,clean_text,85,14,18,Name,"german_ratio=100.00%, ff7_valid=100.00%"
749,0x597A9D,0x597AAA,clean_text,85,13,17,Max.,"german_ratio=75.00%, ff7_valid=100.00%"
750,0x597AAF,0x597ABC,clean_text,85,13,17,Min.,"german_ratio=75.00%, ff7_valid=100.00%"
751,0x597AC1,0x597AD0,clean_text,85,15,24,OK! Klar!,"german_ratio=66.67%, ff7_valid=100.00%"
752,0x597ADA,0x597AF8,clean_text,95,30,57,"Ich bin nicht sicher, aber",contains German indicator word
753,0x597B14,0x597B20,clean_text,85,12,25,Ist mir egal.,"german_ratio=76.92%, ff7_valid=100.00%"
754,0x597B2E,0x597B48,clean_text,85,26,35,Heh! Heh!,"german_ratio=66.67%, ff7_valid=100.00%"
755,0x597B52,0x597B70,clean_text,85,30,54,V-v-verdammt! Mein Kopf!,"german_ratio=75.00%, ff7_valid=100.00%"
756,0x597B89,0x597B98,clean_text,95,15,41,Hat nichts mit mir zu tun!,contains German indicator word
757,0x597BB3,0x597BC0,clean_text,85,13,33,"Hmm, das wär's also.","german_ratio=70.00%, ff7_valid=100.00%"
758,0x597BD5,0x597BE8,clean_text,95,19,46,"Ich bin nicht sicher, aber",contains German indicator word
759,0x597C04,0x597C10,clean_text,85,12,48,Ich hab die falsche Person erwischt.,"german_ratio=83.33%, ff7_valid=100.00%"
760,0x597C35,0x597C38,clean_text,85,3,22,Das sollte ok sein.,"german_ratio=78.95%, ff7_valid=100.00%"
761,0x597C4C,0x597C60,clean_text,95,20,43,Noch nicht ganz bereit.,contains German indicator word
762,0x597C78,0x597C88,clean_text,95,16,39,"Nein, ich bin es nicht.",contains German indicator word
763,0x597CA0,0x597CB0,clean_text,85,16,25,"Ok, klar!","german_ratio=66.67%, ff7_valid=100.00%"
764,0x597CBA,0x597CD8,clean_text,95,30,47,Kapier ich nicht.,contains German indicator word
765,0x597CEA,0x597D00,clean_text,95,22,48,Hat nichts mit mir zu tun.,contains German indicator word
766,0x597D1B,0x597D28,clean_text,85,13,38,Cool! Das sollte ok sein!,"german_ratio=76.00%, ff7_valid=100.00%"
767,0x597D42,0x597D50,clean_text,95,14,36,Nee! Kapier ich nicht!,contains German indicator word
768,0x597D67,0x597D78,clean_text,85,17,49,"Mann, ich tapp total im Dunkeln!","german_ratio=78.12%, ff7_valid=100.00%"
769,0x597D99,0x597DA0,clean_text,95,7,43,Ich verlier immer mehr Menschliches,contains German indicator word
770,0x597DC5,0x597DC8,clean_text,95,3,29,Ich bin noch nicht bereit.,contains German indicator word
771,0x597DE3,0x597DF0,clean_text,95,13,42,Es hat nichts mit mir zu tun.,contains German indicator word
772,0x597E0E,0x597E18,clean_text,85,10,37,Das gefällt mir! Her damit!,"german_ratio=77.78%, ff7_valid=100.00%"
773,0x597E34,0x597E40,clean_text,95,12,51,"Hmph. Hab ich nicht ganz kapiert, aber",contains German indicator word
774,0x597E68,0x597E68,clean_text,95,0,32,Nicht ich! Gib es jemand anders!,contains German indicator word
775,0x597E89,0x597E90,clean_text,95,7,36,Es hat nichts mit mir zu tun.,contains German indicator word
776,0x597EAE,0x597EB8,unknown,50,10,126,"%!à >!, )!Y   h 7!é f R å 7    á ç v    !! &!   b a ) V ; = ",no pattern matched
777,0x597F2D,0x597F2E,unknown,50,1,683,8 N ï    E   • z E!° 5!@!i n q F!í       4 (! ì Z x   B â   ,no pattern matched
778,0x5981E8,0x5981E8,binary_data,90,0,7,Zí,high byte ratio: 71.43%
779,0x5981F1,0x5981F1,binary_data,90,0,7,ä,high byte ratio: 85.71%
780,0x5981FE,0x5981FE,binary_data,90,0,4,,high byte ratio: 100.00%
781,0x598208,0x598208,binary_data,90,0,7,í,high byte ratio: 85.71%
782,0x598211,0x598211,binary_data,90,0,7,ä,high byte ratio: 85.71%
783,0x59821D,0x59821D,binary_data,90,0,6,,high byte ratio: 100.00%
784,0x598228,0x598228,binary_data,90,0,7,ëí,high byte ratio: 71.43%
785,0x598231,0x598231,binary_data,90,0,7,V,high byte ratio: 85.71%
786,0x59823C,0x59823C,binary_data,90,0,8,,high byte ratio: 100.00%
787,0x598248,0x598248,binary_data,90,0,16,âvÜÜÜÜS\,high byte ratio: 50.00%
788,0x59825B,0x59825B,binary_data,90,0,10,äí,high byte ratio: 80.00%
789,0x598268,0x598268,binary_data,90,0,16,VâÜäÜéudâ,high byte ratio: 43.75%
790,0x59827A,0x59827A,binary_data,90,0,11,ä|â,high byte ratio: 72.73%
791,0x598289,0x598289,binary_data,90,0,14,äâÜVâe,high byte ratio: 57.14%
792,0x59829A,0x59829A,binary_data,90,0,12,vSÜâ,high byte ratio: 66.67%
793,0x5982A9,0x5982A9,binary_data,90,0,14,éVëÜâS,high byte ratio: 57.14%
794,0x5982B9,0x5982B9,binary_data,90,0,13,äâXÜ,high byte ratio: 69.23%
795,0x5982C9,0x5982C9,binary_data,90,0,14,äÜëâX,high byte ratio: 64.29%
796,0x5982D9,0x5982D9,binary_data,90,0,14,VxÜ,high byte ratio: 78.57%
797,0x5982EA,0x5982EA,binary_data,90,0,12,VÜVS,high byte ratio: 66.67%
798,0x5982F9,0x5982F9,binary_data,90,0,14,äÜÜXäí,high byte ratio: 57.14%
799,0x59830A,0x59830A,binary_data,90,0,12,äÜí,high byte ratio: 75.00%
800,0x598319,0x598319,binary_data,90,0,14,VéâÜ,high byte ratio: 71.43%
801,0x59832B,0x59832B,binary_data,90,0,10,ë,high byte ratio: 90.00%
802,0x598338,0x598338,binary_data,90,0,16,VäâXéf,high byte ratio: 62.50%
803,0x59834B,0x59834B,binary_data,90,0,10,S,high byte ratio: 90.00%
804,0x598358,0x598358,binary_data,90,0,16,ïxÜe,high byte ratio: 75.00%
805,0x59836C,0x59836C,binary_data,90,0,8,,high byte ratio: 100.00%
806,0x598378,0x598378,binary_data,90,0,16,íÜ,high byte ratio: 87.50%
807,0x59838D,0x59838D,binary_data,90,0,6,,high byte ratio: 100.00%
808,0x598398,0x598398,binary_data,90,0,7,ä,high byte ratio: 85.71%
809,0x5983A1,0x5983A1,binary_data,90,0,7,,high byte ratio: 100.00%
810,0x5983AE,0x5983AE,binary_data,90,0,4,,high byte ratio: 100.00%
811,0x5983B8,0x5983B8,binary_data,90,0,7,ää,high byte ratio: 71.43%
812,0x5983C1,0x5983C1,binary_data,90,0,7,ä,high byte ratio: 85.71%
813,0x5983D8,0x5983D8,binary_data,90,0,7,Zí,high byte ratio: 71.43%
814,0x5983E1,0x5983E1,binary_data,90,0,7,ä,high byte ratio: 85.71%
815,0x5983F8,0x5983F8,binary_data,90,0,7,í,high byte ratio: 85.71%
816,0x598401,0x598401,binary_data,90,0,7,ä,high byte ratio: 85.71%
817,0x59840E,0x59840E,binary_data,90,0,4,,high byte ratio: 100.00%
818,0x598418,0x598418,binary_data,90,0,7,ëí,high byte ratio: 71.43%
819,0x598421,0x598421,binary_data,90,0,7,V,high byte ratio: 85.71%
820,0x59842D,0x59842D,binary_data,90,0,6,,high byte ratio: 100.00%
821,0x598438,0x598438,binary_data,90,0,16,âvÜÜÜÜS\,high byte ratio: 50.00%
822,0x59844C,0x59844C,binary_data,90,0,8,,high byte ratio: 100.00%
823,0x598458,0x598458,binary_data,90,0,16,VâÜäÜéudâ,high byte ratio: 43.75%
824,0x59846B,0x59846B,binary_data,90,0,10,äí,high byte ratio: 80.00%
825,0x598479,0x598479,binary_data,90,0,14,äâÜVâe,high byte ratio: 57.14%
826,0x59848A,0x59848A,binary_data,90,0,11,ä|â,high byte ratio: 72.73%
827,0x598499,0x598499,binary_data,90,0,14,éVëÜâS,high byte ratio: 57.14%
828,0x5984AA,0x5984AA,binary_data,90,0,12,vSÜâ,high byte ratio: 66.67%
829,0x5984B9,0x5984B9,binary_data,90,0,14,äÜëâX,high byte ratio: 64.29%
830,0x5984C9,0x5984C9,binary_data,90,0,13,äâXÜ,high byte ratio: 69.23%
831,0x5984DA,0x5984DA,binary_data,90,0,12,VÜVS,high byte ratio: 66.67%
832,0x5984E9,0x5984E9,binary_data,90,0,14,VxÜ,high byte ratio: 78.57%
833,0x5984FA,0x5984FA,binary_data,90,0,12,äÜí,high byte ratio: 75.00%
834,0x598509,0x598509,binary_data,90,0,14,äÜÜXäí,high byte ratio: 57.14%
835,0x59851B,0x59851B,binary_data,90,0,10,ë,high byte ratio: 90.00%
836,0x598529,0x598529,binary_data,90,0,14,VéâÜ,high byte ratio: 71.43%
837,0x59853B,0x59853B,binary_data,90,0,10,S,high byte ratio: 90.00%
838,0x598548,0x598548,binary_data,90,0,16,VäâXéf,high byte ratio: 62.50%
839,0x59855C,0x59855C,binary_data,90,0,8,,high byte ratio: 100.00%
840,0x598568,0x598568,binary_data,90,0,16,ïxÜe,high byte ratio: 75.00%
841,0x59857D,0x59857D,binary_data,90,0,6,,high byte ratio: 100.00%
842,0x598588,0x598588,binary_data,90,0,16,íÜ,high byte ratio: 87.50%
843,0x59859E,0x59859E,binary_data,90,0,4,,high byte ratio: 100.00%
844,0x5985A8,0x5985A8,binary_data,90,0,7,ä,high byte ratio: 85.71%
845,0x5985B1,0x5985B1,binary_data,90,0,7,,high byte ratio: 100.00%
846,0x5985C8,0x5985C8,binary_data,90,0,7,ää,high byte ratio: 71.43%
847,0x5985D1,0x5985D1,character_name,95,0,92,"ä        !""#$%'(    ""S   S ""S   ~ ""! :       `!:   : `!:   O",contains CLOUD
848,0x59862E,0x598634,character_name,95,6,12,Barret,contains BARRET
849,0x59863B,0x598640,character_name,95,5,9,Tifa,contains TIFA
850,0x598645,0x59864C,character_name,95,7,12,Aeris,contains AERIS
851,0x598652,0x598658,character_name,95,6,14,Red XIII,contains RED
852,0x598661,0x598664,character_name,95,3,9,Yuffie,contains YUFFIE
853,0x59866B,0x598670,character_name,95,5,14,Cait Sith,contains CAIT
854,0x59867A,0x59867C,character_name,95,2,9,Vincent,contains VINCENT
855,0x598684,0x598688,character_name,95,4,7,Cid,contains CID
856,0x59868C,0x598694,character_name,95,8,13,Choco,contains CHOCO
857,0x59869A,0x5986A0,fragment,80,6,6,,too short for menu text
858,0x5986A1,0x5986AA,fragment,80,9,9,,too short for menu text
859,0x5986AB,0x5986B4,fragment,80,9,9,,too short for menu text
860,0x5986B5,0x5986BE,clean_text,85,9,13,Leer,"german_ratio=100.00%, ff7_valid=100.00%"
861,0x5986C3,0x5986C8,clean_text,85,5,12,Löschen,"german_ratio=100.00%, ff7_valid=100.00%"
862,0x5986D0,0x5986D2,clean_text,95,2,11,Auswählen,contains German indicator word
863,0x5986DC,0x5986DC,clean_text,85,0,8,Standard,"german_ratio=100.00%, ff7_valid=100.00%"
864,0x5986E5,0x5986E6,clean_text,85,1,10,Abbrechen,"german_ratio=100.00%, ff7_valid=100.00%"
865,0x5986F0,0x5986F0,unknown,50,0,89,"ABCDEFGHIJäKLMNOPQRSTUVWXYZ,.+-öabcdefghijåklmnopqrstÜuvwxyz",no pattern matched
866,0x59874A,0x598750,clean_text,85,6,15,Freshmake,"german_ratio=100.00%, ff7_valid=100.00%"
867,0x59875A,0x598760,clean_text,85,6,12,Square,"german_ratio=100.00%, ff7_valid=100.00%"
868,0x598767,0x598770,clean_text,85,9,13,3Dfx,"german_ratio=75.00%, ff7_valid=100.00%"
869,0x598775,0x598780,clean_text,85,11,16,Local,"german_ratio=100.00%, ff7_valid=100.00%"
870,0x598786,0x598790,clean_text,85,10,14,Gold,"german_ratio=100.00%, ff7_valid=100.00%"
871,0x598795,0x5987A0,binary_data,90,11,199,ëìèïókmoqs+-/13uwy{}579;=áâåç?ACEGô•____acegi!#%')üJLNPR_]^,high byte ratio: 32.40%
872,0x598860,0x598864,unknown,50,4,58,"!   ""   $   %   '   (        &4031&.      !îEx-SOLDIER",no pattern matched
873,0x59889C,0x59889E,fragment,80,2,2,,too short for menu text
874,0x59889F,0x5988A0,fragment,80,1,1,,too short for menu text
875,0x5988A1,0x5988A1,unknown,50,0,23,X!         Z!Z!V V,no pattern matched
876,0x5988BC,0x5988BC,unknown,50,0,12,"à""  T   R",no pattern matched
877,0x598900,0x598900,character_name,95,0,26,C   !!/-+)%-      !öBarret,contains BARRET
878,0x598920,0x598920,fragment,80,0,2,@,too short for menu text
879,0x598923,0x598924,fragment,80,1,1,,too short for menu text
880,0x598925,0x598926,binary_data,90,1,23,!           / /,high byte ratio: 40.00%
881,0x598940,0x598940,fragment,80,0,4,*,too short for menu text
882,0x598984,0x598988,character_name,95,4,24,"""!+++*'.      !9Tifa",contains TIFA
883,0x5989A4,0x5989A4,fragment,80,0,2,0,too short for menu text
884,0x5989A7,0x5989A8,fragment,80,1,1,,too short for menu text
885,0x5989A9,0x5989AA,binary_data,90,1,23,!           0 0,high byte ratio: 40.00%
886,0x5989C4,0x5989C4,fragment,80,0,4,(,too short for menu text
887,0x598A08,0x598A0C,character_name,95,4,26,#!*+-.%.      !4Aerith,contains AERITH
888,0x598A28,0x598A28,fragment,80,0,2,^,too short for menu text
889,0x598A2B,0x598A2C,binary_data,90,1,25,!           7 7,high byte ratio: 50.00%
890,0x598A48,0x598A4C,fragment,80,4,4,,too short for menu text
891,0x598A8C,0x598A90,character_name,95,4,23,"$!*,+**.      !äRed",contains RED
892,0x598AAC,0x598AAC,fragment,80,0,2,P#,too short for menu text
893,0x598AAF,0x598AB0,fragment,80,1,1,,too short for menu text
894,0x598AB1,0x598AB2,binary_data,90,1,23,!           1 1,high byte ratio: 40.00%
895,0x598ACC,0x598ACC,unknown,50,0,12,",   Q# 7#",no pattern matched
896,0x598AF0,0x598AF0,fragment,80,0,4,E,too short for menu text
897,0x598B10,0x598B14,character_name,95,4,26,%!            !KYuffie,contains YUFFIE
898,0x598B30,0x598B30,fragment,80,0,2,w$,too short for menu text
899,0x598B33,0x598B34,fragment,80,1,1,,too short for menu text
900,0x598B35,0x598B36,unknown,50,1,23,!         ã ã % %,no pattern matched
901,0x598B50,0x598B54,clean_text,85,4,8,GL!,"german_ratio=66.67%, ff7_valid=100.00%"
902,0x598B94,0x598B98,character_name,95,4,30,&!*+-+%/      ! Cait Seith,contains CAIT
903,0x598BB4,0x598BB4,fragment,80,0,2,å%,too short for menu text
904,0x598BB7,0x598BB8,fragment,80,1,1,,too short for menu text
905,0x598BB9,0x598BBA,binary_data,90,1,23,!           2 2,high byte ratio: 40.00%
906,0x598BD4,0x598BD4,unknown,50,0,12,.   J   Zx;,no pattern matched
907,0x598C18,0x598C1C,character_name,95,4,27,'!)*++%.      !WVincent,contains VINCENT
908,0x598C38,0x598C38,fragment,80,0,2,ò%,too short for menu text
909,0x598C3B,0x598C3C,fragment,80,1,1,,too short for menu text
910,0x598C3D,0x598C3E,binary_data,90,1,23,!           2 2,high byte ratio: 40.00%
911,0x598C58,0x598C58,fragment,80,0,4,0,too short for menu text
912,0x598C9C,0x598CA0,character_name,95,4,23,"(!,,+*&.      !_Cid",contains CID
913,0x598CBC,0x598CBC,fragment,80,0,2,i&,too short for menu text
914,0x598CBF,0x598CC0,fragment,80,1,1,,too short for menu text
915,0x598CC1,0x598CC2,binary_data,90,1,23,!           / /,high byte ratio: 40.00%
916,0x598CDC,0x598CDC,fragment,80,0,4,2,too short for menu text
917,0x598D20,0x598D24,unknown,50,4,20,")!,,+*&%      !",no pattern matched
918,0x598D40,0x598D41,binary_data,90,1,28,!  '!           $ $,high byte ratio: 37.50%
919,0x598D60,0x598D60,unknown,50,0,8,",   *",no pattern matched
920,0x598DA4,0x598DA4,character_name,95,0,29,õ   *RuhdfaN      ! Sephiroth,contains SEPHIROTH
921,0x598DC4,0x598DC4,unknown,50,0,4,ü&(,no pattern matched
922,0x598DC9,0x598DCA,unknown,50,1,23,!          / /!!,no pattern matched
923,0x598DE4,0x598DE4,binary_data,90,0,5,$ W,high byte ratio: 50.00%
924,0x598DEC,0x598DEC,fragment,80,0,1,U,too short for menu text
925,0x598DF0,0x598DF0,fragment,80,0,1,S,too short for menu text
926,0x598DF4,0x598DF4,fragment,80,0,1,7,too short for menu text
927,0x598DF8,0x598DF8,fragment,80,0,1,Q,too short for menu text
928,0x598E08,0x598E08,fragment,80,0,1,R,too short for menu text
929,0x598E0C,0x598E0C,fragment,80,0,1,7,too short for menu text
930,0x598E10,0x598E10,fragment,80,0,1,T,too short for menu text
931,0x598E14,0x598E14,fragment,80,0,1,7,too short for menu text
932,0x598E28,0x598E28,binary_data,90,0,4,,high byte ratio: 100.00%
933,0x598EB1,0x598ED0,unknown,50,31,925,"!   &   !   ""   &   !   #   &   !   $   &   !   %   &   !   ",no pattern matched
934,0x59924F,0x599254,clean_text,95,5,19,Magic Materia!,contains German indicator word
935,0x599263,0x599268,clean_text,95,5,20,Summon Materia!,contains German indicator word
936,0x599278,0x59927C,clean_text,85,4,11,Command,"german_ratio=100.00%, ff7_valid=100.00%"
937,0x599284,0x599290,clean_text,85,12,27,Zero - AW YEAH!,"german_ratio=66.67%, ff7_valid=100.00%"
938,0x5992A0,0x5992A8,clean_text,85,8,13,Feuer,"german_ratio=100.00%, ff7_valid=100.00%"
939,0x5992AE,0x5992B4,clean_text,95,6,11,Kälte,contains German indicator word
940,0x5992BA,0x5992C0,clean_text,85,6,11,Blitz,"german_ratio=100.00%, ff7_valid=100.00%"
941,0x5992C6,0x5992CC,clean_text,95,6,10,Erde,contains German indicator word
942,0x5992D1,0x5992D8,clean_text,95,7,11,Gift,contains German indicator word
943,0x5992DD,0x5992E4,clean_text,85,7,18,Schwerkraft,"german_ratio=100.00%, ff7_valid=100.00%"
