# FF7 German Strings - Indexed by touphScript Order
# Generated: 2026-01-02 21:47:39 JST
# Session: 8bc98f0a-abab-49e6-acdd-56dd38e9d149
# Total: 758 strings
#
# Format: [INDEX] EN_OFFSET | EN_TEXT | DE_TEXT | DE_HEX
# ====================================================================================================

[410] 0x0051F9FC | Summon                                   | ig                                       | 49 47 FF 00 00 00 00 00 00 00 00 00 33 4F 4C 4C 00 44 41 53
[411] 0x0051FA10 | Enemy-Skill                              |  wirklich entfernt w                     | 00 57 49 52 4B 4C 49 43 48 00 45 4E 54 46 45 52 4E 54 00 57
[412] 0x0051FA24 | Added-Ability                            | erden?                                   | 45 52 44 45 4E 1F FF 00 2A 41 01 FF 00 00 00 00 00 00 00 00
[413] 0x0051FA38 | All                                      |                                          | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
[414] 0x0051FA4C | 4x-M                                     |     Einen Moment                         | 00 00 00 00 25 49 4E 45 4E 00 2D 4F 4D 45 4E 54 FF 00 00 00
[415] 0x0051FA60 | Absorb MP                                |                                          | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
[416] 0x0051FA74 | Absorb HP                                | Sephiroth[B2][A9][A9][B3]                | 33 45 50 48 49 52 4F 54 48 B2 A9 A9 B3 FF 00 00 00 00 00 00
[417] 0x0051FA9C | Steal as well                            |                                          | FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
[418] 0x0051FAB0 | Extra cut                                |     Rüs.                                 | 00 00 00 00 32 7F 53 0E FF 00 00 00 00 00 00 00 00 00 00 00
[419] 0x0051FAC4 | Turbo MP                                 |             Fähigkei                     | 00 00 00 00 00 00 00 00 00 00 00 00 26 6A 48 49 47 4B 45 49
[420] 0x0051FAD8 | Nothing.                                 | tsliste                                  | 54 53 4C 49 53 54 45 FF 00 00 00 00 00 00 00 00 00 00 00 00
[421] 0x0051FAEC | Not enough MP.                           | Rüstungseffekt                           | 32 7F 53 54 55 4E 47 53 45 46 46 45 4B 54 FF 00 00 00 00 00
[422] 0x0051FB68 | Use                                      |                                          | 00 00 00 00 00 00 00 00 00 00 00 00
[423] 0x0051FB74 | Arrange                                  |     Auf näch                             | 00 00 00 00 21 55 46 00 4E 6A 43 48
[424] 0x0051FB80 | Key Items                                | ste Ebene                                | 53 54 45 00 25 42 45 4E 45 FF 00 00
[425] 0x0051FB8C | Customize                                |         MAST                             | 00 00 00 00 00 00 00 00 2D 21 33 34
[426] 0x0051FB98 | Field                                    | ER                                       | 25 32 FF 00 00 00 00 00 00 00 00 00
[427] 0x0051FBA4 | Battle                                   |                                          | 00 00 00 00 00 00 00 00 00 00 00 00
[428] 0x0051FBB0 | Throw                                    | Ordnen                                   | 2F 52 44 4E 45 4E FF 00 00 00 00 00
[429] 0x0051FBBC | Type                                     |                                          | 00 00 00 00 00 00 00 00 00 00 00 00
[430] 0x0051FBC8 | Name                                     |     Tauschen                             | 00 00 00 00 34 41 55 53 43 48 45 4E
[431] 0x0051FBD4 | Most                                     |                                          | FF 00 00 00 00 00 00 00 00 00 00 00
[432] 0x0051FBE0 | Least                                    |         Alle                             | 00 00 00 00 00 00 00 00 21 4C 4C 45
[433] 0x0051FBF0 | OK! Got it!                              | tfernen                                  | 54 46 45 52 4E 45 4E FF 00 00 00 00 00 00 00 00 00 00 00 00 37 45 47 57 45 52 46 45 4E FF
[434] 0x0051FC12 | I'm not sure but[A9]                     |                                          | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
[435] 0x0051FC34 | Don't really care.                       |         Geschwindigkeit   %H[65]HER      | 00 00 00 00 00 00 00 00 27 45 53 43 48 57 49 4E 44 49 47 4B 45 49 54 00 00 00 05 28 65 28
[436] 0x0051FC56 | Heh! No sweat!                           |   Schutz   %H[65]HER                     | 00 00 33 43 48 55 54 5A 00 00 00 05 28 65 28 25 32 FF 00 00 00 00 00 00 00 00 00 00 00 00
[437] 0x0051FC78 | D-d-d-damn! My head hurts!               | erkraft   %H[65]HER                      | 45 52 4B 52 41 46 54 00 00 00 05 28 65 28 25 32 FF 00 00 00 00 00 00 00 27 4C 7F 43 4B 00
[438] 0x0051FC9A | Got nuthin' to do with me!               | [65]HER                                  | 65 28 25 32 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 2D 21 33 34 25 32 FF 00 00 00 00 00
[439] 0x0051FCBC | Hmm, so that's it.                       |             Stärke                       | 00 00 00 00 00 00 00 00 00 00 00 00 33 54 6A 52 4B 45 FF 00 00 00 00 00 00 00 00 00 00 00
[440] 0x0051FCDE | I'm not too sure but[A9]                 |       Vitalität                          | 00 00 00 00 00 00 36 49 54 41 4C 49 54 6A 54 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00
[441] 0x0051FD00 | I've got the wrong person.               | Zauber                                   | 3A 41 55 42 45 52 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3A 42
[442] 0x0051FD22 | This should be okay.                     | tdg                                      | 54 44 47 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 27 45 53 43 48 49 43 4B
[443] 0x0051FD44 | Not quite ready yet.                     |                 Glück                    | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 27 4C 7F 43 4B FF 00 00 00 00 00 00 00 00
[444] 0x0051FD66 | It isn't me.                             |           MAXHP                          | 00 00 00 00 00 00 00 00 00 00 2D 21 38 28 30 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00
[445] 0x0051FD88 | Right, I've got it!                      |     MAXMP                                | 00 00 00 00 2D 21 38 2D 30 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
[446] 0x0051FDAA | I don't get it.                          | XHP                                      | 38 28 30 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2D 21 38 2D
[447] 0x0051FDCC | It has nothing to do with me.            |                     EXP.UP               | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 25 38 30 0E 35 30 FF 00 00 00
[448] 0x0051FDEE | Cool! This should do it!                 |               Gil UP                     | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 27 49 4C 00 35 30 FF 00 00 00 00 00 00 00 00 00
[449] 0x0051FE10 | Nope! I don't get it!                    |         Treffen - %                      | 00 00 00 00 00 00 00 00 34 52 45 46 46 45 4E 00 0D 00 05 FF 00 00 00 00 00 00 00 00 00 00
[450] 0x0051FE32 | Oh wow, I'm totally clueless!            |   Treffen + %                            | 00 00 34 52 45 46 46 45 4E 00 0B 00 05 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
[451] 0x0051FE54 | I'm getting less human[A9]               | obo treffen                              | 4F 42 4F 00 54 52 45 46 46 45 4E FF 00 00 00 00 00 00 00 00 00 00 00 00 30 52 6A 56 45 4E
[452] 0x0051FE76 | I'm still not ready.                     | . + %                                    | 0E 00 0B 00 05 FF 00 00 00 00 00 00 00 00 00 00 00 00 26 45 52 4E 41 4E 47 52 49 46 46 FF
[453] 0x0051FE98 | It has nothing to do with me.            |             Alle angreifen               | 00 00 00 00 00 00 00 00 00 00 00 00 21 4C 4C 45 00 41 4E 47 52 45 49 46 45 4E FF 00 00 00
[454] 0x0051FEBA | Hey I like this! Lemme use it!           |       Gegenangriff                       | 00 00 00 00 00 00 27 45 47 45 4E 41 4E 47 52 49 46 46 FF 00 00 00 00 00 00 00 00 00 00 00
[455] 0x0051FEDC | Hmph. Don't quite get it but[A9]         | Alle angreifen                           | 21 4C 4C 45 00 41 4E 47 52 45 49 46 45 4E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 33 54
[456] 0x0051FEFE | Not me! Give it to someone else!         | ger Angriff                              | 47 45 52 00 21 4E 47 52 49 46 46 FF 00 00 00 00 00 00 00 00 00 00 28 30 0F 2D 30 0D 60 4E
[457] 0x0051FF20 | It's got nothing to do with me.          | ng                                       | 4E 47 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 80 02 92 00 00 00 92 00 80 02
[458] 0x005206B8 | Cloud                                    | [ \ #![8A] [F1] ,!                       | 3B 00 3C 00 03 01 8A 00 F1 00 0C 01
[459] 0x005206C4 | Barret                                   | j +![87] [9C] [E5]                      | 4A 00 0B 01 87 00 9C 00 E5 00 5F 00
[460] 0x005206D0 | Tifa                                     | 1!M / [D6] 0 [9B]                        | 11 01 2D 00 0F 00 D6 00 10 00 9B 00
[461] 0x005206DC | Aeris                                    | [C9] # w [FA]                            | C9 00 03 00 57 00 FA 00 FF 00 18 00
[462] 0x005206E8 | Red XIII                                 | N [6F] [F9] [C2] [98] E                  | 2E 00 6F 00 F9 00 C2 00 98 00 25 00
[463] 0x005206F4 | Yuffie                                   | [AE] [FC] [77] z E![76]                  | AE 00 FC 00 77 00 5A 00 25 01 76 00
[464] 0x00520700 | Cait Sith                                | 5!@!i n q F!                             | 15 01 20 01 49 00 4E 00 51 00 26 01
[465] 0x0052070C | Vincent                                  | [6C] [B7] [BA] [84] [CB] [89]            | 6C 00 B7 00 BA 00 84 00 CB 00 89 00
[466] 0x00520718 | Cid                                      | [B2] 4 (![A9] [6D] Z                     | B2 00 14 00 08 01 A9 00 6D 00 3A 00
[467] 0x00520724 | Choco                                    | x [75] [EA] B [63]                       | 58 00 75 00 EA 00 22 00 63 00 00 00
[468] 0x00520748 | Space                                    | L!M!N!O!                                 | 2C 01 2D 01 2E 01 2F 01
[469] 0x00520750 | Delete                                   | P!Q!R!S!                                 | 30 01 31 01 32 01 33 01
[470] 0x00520758 | Select                                   | T!U!V!W!                                 | 34 01 35 01 36 01 37 01
[471] 0x00520760 | Default                                  | X!Y!Z![!                                 | 38 01 39 01 3A 01 3B 01
[472] 0x00520768 | Cancel                                   | \!]!^!_!                                 | 3C 01 3D 01 3E 01 3F 01
[473] 0x00520770 | A                                        | [95]                                     | 95
[474] 0x00520771 | B                                        |                                          | 00
[475] 0x00520772 | C                                        | [A4]                                     | A4
[476] 0x00520773 | D                                        |                                          | 00
[477] 0x00520774 | E                                        | }                                        | 5D
[478] 0x00520775 | F                                        |                                          | 00
[479] 0x00520776 | G                                        | [D2]                                     | D2
[480] 0x00520777 | H                                        |                                          | 00
[481] 0x00520778 | I                                        | [F7]                                     | F7
[482] 0x00520779 | J                                        |                                          | 00
[483] 0x0052077A | K                                        | [AB]                                     | AB
[484] 0x0052077B | L                                        |                                          | 00
[485] 0x0052077C | M                                        | ü                                        | 7F
[486] 0x0052077D | N                                        |                                          | 00
[487] 0x0052077E | O                                        | [F8]                                     | F8
[488] 0x0052077F | P                                        |                                          | 00
[489] 0x00520780 | Q                                        | [C8]                                     | C8
[490] 0x00520781 | R                                        |                                          | 00
[491] 0x00520782 | S                                        | [9F]                                     | 9F
[492] 0x00520783 | T                                        |                                          | 00
[493] 0x00520784 | U                                        | [A7]                                     | A7
[494] 0x00520785 | V                                        |                                          | 00
[495] 0x00520786 | W                                        | ?                                        | 1F
[496] 0x00520787 | X                                        | !                                        | 01
[497] 0x00520788 | Y                                        | *                                        | 0A
[498] 0x00520789 | Z                                        |                                          | 00
[499] 0x0052078A | ,                                        | [64]                                     | 64
[500] 0x0052078B | .                                        |                                          | 00
[501] 0x0052078C | +                                        | [BF]                                     | BF
[502] 0x0052078D | -                                        |                                          | 00
[503] 0x0052078E | a                                        | *                                        | 0A
[504] 0x0052078F | b                                        | !                                        | 01
[505] 0x00520790 | c                                        | [86]                                     | 86
[506] 0x00520791 | d                                        |                                          | 00
[507] 0x00520792 | e                                        | [96]                                     | 96
[508] 0x00520793 | f                                        |                                          | 00
[509] 0x00520794 | g                                        | [A3]                                     | A3
[510] 0x00520795 | h                                        |                                          | 00
[511] 0x00520796 | i                                        | [91]                                     | 91
[512] 0x00520797 | j                                        |                                          | 00
[513] 0x00520798 | k                                        | [FE]                                     | FE
[514] 0x00520799 | l                                        |                                          | 00
[515] 0x0052079A | m                                        | G                                        | 27
[516] 0x0052079B | n                                        |                                          | 00
[517] 0x0052079C | o                                        | L                                        | 2C
[518] 0x0052079D | p                                        |                                          | 00
[519] 0x0052079E | q                                        | Ö                                        | 7B
[520] 0x0052079F | r                                        |                                          | 00
[521] 0x005207A0 | s                                        | [9E]                                     | 9E
[522] 0x005207A1 | t                                        |                                          | 00
[523] 0x005207A2 | u                                        | [B5]                                     | B5
[524] 0x005207A3 | v                                        |                                          | 00
[525] 0x005207A4 | w                                        | [69]                                     | 69
[526] 0x005207A5 | x                                        |                                          | 00
[527] 0x005207A6 | y                                        | +                                        | 0B
[528] 0x005207A7 | z                                        |                                          | 00
[529] 0x005207A8 | :                                        | [B9]                                     | B9
[530] 0x005207A9 | ;                                        |                                          | 00
[531] 0x005207AC | 0                                        | u                                        | 55
[532] 0x005207AD | 1                                        |                                          | 00
[533] 0x005207AE | 2                                        | [BB]                                     | BB
[534] 0x005207AF | 3                                        |                                          | 00
[535] 0x005207B0 | 4                                        | g                                        | 47
[536] 0x005207B1 | 5                                        |                                          | 00
[537] 0x005207B2 | 6                                        | [F3]                                     | F3
[538] 0x005207B3 | 7                                        |                                          | 00
[539] 0x005207B4 | 8                                        | Ä                                        | 6B
[540] 0x005207B5 | 9                                        |                                          | 00
[541] 0x005213D8 | Ability list                             | ++%.      !WVincent                      | 0B 0B 05 0E 00 00 00 00 00 00 01 37 36 49 4E 43 45 4E 54 FF
[542] 0x005213EC | Equip effect                             |                                          | FF FF FF FF 72 05 FF 00 FF 00 01 00 00 00 00 00 00 00 00 00
[543] 0x0052143C | AP                                       |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[544] 0x00521450 | To next level                            |                                          | FF FF FF FF 00 00 00 00 08 01 0C 0C 0B 0A 06 0E 00 00 00 00
[545] 0x00521464 | MASTER                                   |   !_Cid                                  | 00 00 01 3F 23 49 44 FF FF FF FF FF FF FF FF FF 49 06 FF 00
[546] 0x005214DC | Dexterity                                | )!,,+*&%      !                          | 09 01 0C 0C 0B 0A 06 05 00 00 00 00 00 00 01 00 FF FF FF FF
[547] 0x005214F0 | Cover                                    |                                          | FF FF FF FF FF FF FF FF 00 01 00 00 FE 07 01 00 00 00 00 00
[548] 0x00521504 | Magic                                    |     [8C] [8C] $ $                        | 00 00 00 00 8C 00 8C 00 04 00 04 00 00 00 00 00 FF FF FF FF
[549] 0x00521518 | Luck                                     | ,   *                                    | 0C 00 00 00 0A 00 00 00 FF FF FF FF FF FF FF FF FF FF FF FF
[550] 0x0052152C | MASTER                                   |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[551] 0x00521540 | Strength                                 |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[552] 0x00521554 | Vitality                                 |                                          | FF FF FF FF FF FF FF FF 74 00 00 00 0A 32 55 48 44 46 41 2E
[553] 0x00521568 | Magic                                    |       ! Sephiroth                        | 00 00 00 00 00 00 01 00 33 45 50 48 49 52 4F 54 48 FF FF FF
[554] 0x0052157C | Magic def                                | ü&(                                      | 7F 06 08 00 FF 00 01 00 00 00 00 00 00 00 00 00 00 0F 00 0F
[555] 0x00521590 | Dexterity                                | [CC]![CC]!                               | CC 01 CC 01 00 00 00 00 FF FF FF FF B6 E3 04 00 37 FF FF FF
[556] 0x005215A4 | Luck                                     | U                                        | 35 FF FF FF 33 FF FF FF 17 FF FF FF 31 FF FF FF FF FF FF FF
[557] 0x005215B8 | MaxHP                                    |                                          | FF FF FF FF FF FF FF FF 32 FF FF FF 17 FF FF FF 34 FF FF FF
[558] 0x005215CC | MaxMP                                    | 7                                        | 17 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[559] 0x005215E0 | MaxHPUP                                  | [AA][E8]                                 | AA E8 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[560] 0x005215F4 | MaxMPUP                                  |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[561] 0x00521608 | EXP.UP                                   |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[562] 0x0052161C | Gil UP                                   |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[563] 0x00521630 | Encount Down                             |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[564] 0x00521644 | Encount Up                               |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[565] 0x00521658 | Meet Chocobos                            |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 00 00 00
[566] 0x0052166C | Pre-emptive                              |                                          | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
[567] 0x00521680 | Long range attack                        |         !   &   !                        | 00 00 00 00 00 00 00 00 01 00 00 00 06 00 00 00 01 00 00 00
[568] 0x00521694 | Attack all                               | "   &   !   #   &                        | 02 00 00 00 06 00 00 00 01 00 00 00 03 00 00 00 06 00 00 00
[569] 0x005216A8 | Counter attack                           | !   $   &   !   %                        | 01 00 00 00 04 00 00 00 06 00 00 00 01 00 00 00 05 00 00 00
[570] 0x005216F8 | A                                        | &                                        | 06 00
[571] 0x005216FA | D                                        |                                          | 00 00
[572] 0x00521700 | Buy   Sell     Exit                      | *   &   !                                | 0A 00 00 00 06 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00
[573] 0x00521714 | Gil                                      |             !                            | 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00
[574] 0x00521728 | Owned                                    |         &   $   #                        | 00 00 00 00 00 00 00 00 06 00 00 00 04 00 00 00 03 00 00 00
[575] 0x0052173C | Equipped                                 | "   %   #   $   #                        | 02 00 00 00 05 00 00 00 03 00 00 00 04 00 00 00 03 00 00 00
[576] 0x00521750 | Total                                    | #   '   $   #   )                        | 03 00 00 00 07 00 00 00 04 00 00 00 03 00 00 00 09 00 00 00
[577] 0x00521764 | How many                                 | $   #   %   %   #                        | 04 00 00 00 03 00 00 00 05 00 00 00 05 00 00 00 03 00 00 00
[578] 0x00521778 | Item      Materia                        |     %   #   (   #                        | 00 00 00 00 05 00 00 00 03 00 00 00 08 00 00 00 03 00 00 00
[579] 0x0052178C | Gil remaining                            | #   $   $   #   %                        | 03 00 00 00 04 00 00 00 04 00 00 00 03 00 00 00 05 00 00 00
[580] 0x005217A0 | Price for Master                         | $   #   *   %   #                        | 04 00 00 00 03 00 00 00 0A 00 00 00 05 00 00 00 03 00 00 00
[581] 0x005217B4 | Price through AP                         | (   "   !                                | 08 00 00 00 02 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00
[582] 0x0052196A | Nothing                                  |   ^   `   a   d   e                      | 00 00 3E 00 00 00 40 00 00 00 41 00 00 00 44 00 00 00 45 00 00 00
[583] 0x00521980 | Normal                                   | f   g   h       j   k                    | 46 00 00 00 47 00 00 00 48 00 00 00 00 00 00 00 4A 00 00 00 4B 00
[584] 0x00521996 | Double                                   |   l   m   n   o   p                      | 00 00 4C 00 00 00 4D 00 00 00 4E 00 00 00 4F 00 00 00 50 00 00 00
[585] 0x005219AC | Triple                                   | q   r   s   t   u   v                    | 51 00 00 00 52 00 00 00 53 00 00 00 54 00 00 00 55 00 00 00 56 00
[586] 0x005219DC | Weapon Shop                              | H   I   J   K                            | 28 00 00 00 29 00 00 00 2A 00 00 00 2B 00 00 00 00 00 00 00
[587] 0x005219F0 | Item Shop                                | q   u   Full Equipen                     | 51 00 00 00 55 00 00 00 26 55 4C 4C 00 25 51 55 49 50 45 4E
[588] 0x00521A04 | Materia Shop                             | t!                                       | 54 01 FF 00 00 00 00 00 2D 41 47 49 43 00 2D 41 54 45 52 49
[589] 0x00521A18 | General Store                            | a!                                       | 41 01 FF 00 00 00 00 00 33 55 4D 4D 4F 4E 00 2D 41 54 45 52
[590] 0x00521A2C | Vegetable Store                          | ia!                                      | 49 41 01 FF 00 00 00 00 23 4F 4D 4D 41 4E 44 FF 00 00 00 00
[591] 0x00521A40 | Accessory Shop                           |         Zero - AW YE                     | 00 00 00 00 00 00 00 00 3A 45 52 4F 00 0D 00 21 37 00 39 25
[592] 0x00521A54 | Tool Shop                                | AH!                                      | 21 28 01 FF 00 00 00 00 00 00 00 00 26 45 55 45 52 FF 00 00
[593] 0x00521A68 | Hotel Shop                               |     Kälte                                | 00 00 00 00 2B 6A 4C 54 45 FF 00 00 00 00 00 00 22 4C 49 54
[594] 0x00521A80 | Welcome!                                 |     Erde                                 | 00 00 00 00 25 52 44 45 FF 00 00 00 00 00 00 00 27 49 46 54 FF 00 00 00 00 00 00 00 33 43
[595] 0x00521AAE | What would you like to buy?              |                                          | FF 00 00 00 00 00 37 49 4E 44 FF 00 00 00 00 00 00 00 28 45 49 4C 49 47 FF 00 00 00 00 00
[596] 0x00521ADC | How many would you like?!                | klich entfernt werden?                   | 4B 4C 49 43 48 00 45 4E 54 46 45 52 4E 54 00 57 45 52 44 45 4E 1F FF 00 2A 41 01 FF 00 00
[597] 0x00521B0A | What would you like to sell?!            |               Einen Moment               | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 25 49 4E 45 4E 00 2D 4F 4D 45 4E 54 FF 00 00 00
[598] 0x00521B38 | How many would you like to sell?!        |     Sephiroth[B2][A9][A9][B3]            | 00 00 00 00 33 45 50 48 49 52 4F 54 48 B2 A9 A9 B3 FF 00 00 00 00 00 00 00 00 00 00 00 00
[599] 0x00524160 | Load                                     |             " %             !            | 00 00 00 00 00 00 00 00 00 00 00 00 02 00 05 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00
[600] 0x00524184 | Select a save data file.                 | '       #       f                        | 07 00 00 00 00 00 00 00 03 00 00 00 00 00 00 00 46 00 00 00 00 00 00 00 00 00 00 00 00 00
[601] 0x005241A8 | Select a save game.                      |                         " %              | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 00 05 00 00 00
[602] 0x00524238 | Loading. Please wait.                    |     f                                    | 00 00 00 00 46 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
[603] 0x0052425C | Saving. Please wait.                     |             " %             !            | 00 00 00 00 00 00 00 00 00 00 00 00 02 00 05 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00
[604] 0x00524280 | EMPTY                                    | '       #       f                        | 07 00 00 00 00 00 00 00 03 00 00 00 00 00 00 00 46 00 00 00 00 00 00 00 00 00 00 00 00 00
[605] 0x005242A4 | GAME                                     |                         " %              | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 00 05 00 00 00
[606] 0x005242C8 | Continue?                                |     !       '       #                    | 00 00 00 00 01 00 00 00 00 00 00 00 07 00 00 00 00 00 00 00 03 00 00 00 00 00 00 00 00 00
[607] 0x00524310 | Checking Save Data File.                 | R   L!  "   [DC]%  "   "   "   L!  p     | 32 00 00 00 2C 01 00 00 02 00 00 00 DC 05 00 00 02 00 00 00 02 00 00 00 02 00 00 00 2C 01
[608] 0x00524334 | 01                                       | [96]   [96]   [96]   [64]   [64]   [64]  | 96 00 00 00 96 00 00 00 96 00 00 00 64 00 00 00 64 00 00 00 64 00 00 00 E8 03 00 00 2C 01
[609] 0x00524358 | 02                                       | "   "   p   "   "   "   "   "   "        | 02 00 00 00 02 00 00 00 50 00 00 00 02 00 00 00 02 00 00 00 02 00 00 00 02 00 00 00 02 00
[610] 0x0052437C | 03                                       | "   "   "   "   @#  "   "   "   @#       | 02 00 00 00 02 00 00 00 02 00 00 00 02 00 00 00 20 03 00 00 02 00 00 00 02 00 00 00 02 00
[611] 0x005243A0 | 04                                       | "   "   "   "   "   "   "   "   "        | 02 00 00 00 02 00 00 00 02 00 00 00 02 00 00 00 02 00 00 00 02 00 00 00 02 00 00 00 02 00
[612] 0x005243C4 | 05                                       | "   "   "   "   "   [F4]!  [F4]!  R   [9 | 02 00 00 00 02 00 00 00 02 00 00 00 02 00 00 00 02 00 00 00 F4 01 00 00 F4 01 00 00 32 00
[613] 0x005243E8 | 06                                       | [E8]#  "   "   "   "   "   "   "   [88]3 | E8 03 00 00 02 00 00 00 02 00 00 00 02 00 00 00 02 00 00 00 02 00 00 00 02 00 00 00 02 00
[614] 0x0052440C | 07                                       | [B8]+  [DC]%  [E8]#  @#  [90]!  [FA]   [ | B8 0B 00 00 DC 05 00 00 E8 03 00 00 20 03 00 00 90 01 00 00 FA 00 00 00 64 00 00 00 F4 01
[615] 0x00524430 | 08                                       | [F4]!  [F4]!  [F4]!  [F4]!  [F4]!  "   " | F4 01 00 00 F4 01 00 00 F4 01 00 00 F4 01 00 00 F4 01 00 00 02 00 00 00 02 00 00 00 D0 07
[616] 0x00524454 | 09                                       | x"  [90]!  [C8]   [64]   *   "   [F4]!   | 58 02 00 00 90 01 00 00 C8 00 00 00 64 00 00 00 0A 00 00 00 02 00 00 00 F4 01 00 00 F4 01
[617] 0x00524478 | 10                                       | [F4]!  [F4]!  [F4]!  [F4]!  [F4]!  R   R | F4 01 00 00 F4 01 00 00 F4 01 00 00 F4 01 00 00 F4 01 00 00 32 00 00 00 32 00 00 00 32 00
[618] 0x0052449C | 11                                       | R   R   R   "   "   "                    | 32 00 00 00 32 00 00 00 32 00 00 00 02 00 00 00 02 00 00 00 02 00 00 00 00 00 00 00 00 00
[619] 0x005244C0 | 12                                       |                                          | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
[620] 0x005244E4 | 13                                       |                                          | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
[621] 0x00524508 | 14                                       |         [78]   [E8]#  [DC]%  [F0]*  [E0] | 00 00 00 00 00 00 00 00 78 00 00 00 E8 03 00 00 DC 05 00 00 F0 0A 00 00 E0 2E 00 00 E0 2E
[622] 0x0052452C | 15                                       | [98](  [D8].  [64]9  [F0]*  [68]0  "   " | 98 08 00 00 D8 0E 00 00 64 19 00 00 F0 0A 00 00 68 10 00 00 02 00 00 00 02 00 00 00 02 00
[623] 0x00524550 | Saved.                                   | [78]   `!  [EE]"  [B0]$  [C4])  [A8]6  0 | 78 00 00 00 40 01 00 00 EE 02 00 00 B0 04 00 00 C4 09 00 00 A8 16 00 00 10 27 00 00 80 3E
[624] 0x00524574 | Could not save.                          | [8C]*  [98]Z  [98](  [68]0  "   "   "    | 8C 0A 00 00 98 3A 00 00 98 08 00 00 68 10 00 00 02 00 00 00 02 00 00 00 02 00 00 00 78 00
[625] 0x00524598 | Could not load.                          | [B6]#  [78]%  [8C]*  [9C]8  [E0]N  pf  [ | B6 03 00 00 78 05 00 00 8C 0A 00 00 9C 18 00 00 E0 2E 00 00 50 46 00 00 D0 07 00 00 E4 0C
[626] 0x005245BC | Data is ruined.                          | Ü,  [E4],  "   "   "   @#  4%  [C4])  [7 | 80 0C 00 00 E4 0C 00 00 02 00 00 00 02 00 00 00 02 00 00 00 20 03 00 00 14 05 00 00 C4 09
[627] 0x005245E0 | NEW GAME                                 | [F8]J  [68]b  [D0]'  [AC]-  [B0]V  [70]7 | F8 2A 00 00 68 42 00 00 D0 07 00 00 AC 0D 00 00 B0 36 00 00 70 17 00 00 40 1F 00 00 02 00
