index,offset,text,hex_bytes,byte_length,text_length,type_info
431,0x0051FBD4,Most,2D 4F 53 54 FF 00 00 00 00 00 00 00,12,4,DEF
432,0x0051FBE0,Least,2C 45 41 53 54 FF 00 00 00 00 00 00,12,5,DEF
433,0x0051FBF0,OK! Got it!,2F 2B 01 00 27 4F 54 00 49 54 01 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,34,11,DEF
434,0x0051FC12,I'm not sure but[A9],29 07 4D 00 4E 4F 54 00 53 55 52 45 00 42 55 54 A9 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,34,20,DEF
435,0x0051FC34,Don't really care.,24 4F 4E 07 54 00 52 45 41 4C 4C 59 00 43 41 52 45 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,34,18,DEF
436,0x0051FC56,Heh! No sweat!,28 45 48 01 00 2E 4F 00 53 57 45 41 54 01 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,34,14,DEF
437,0x0051FC78,D-d-d-damn! My head hurts!,24 0D 44 0D 44 0D 44 41 4D 4E 01 00 2D 59 00 48 45 41 44 00 48 55 52 54 53 01 FF 00 00 00 00 00 00 00,34,26,DEF
438,0x0051FC9A,Got nuthin' to do with me!,27 4F 54 00 4E 55 54 48 49 4E 07 00 54 4F 00 44 4F 00 57 49 54 48 00 4D 45 01 FF 00 00 00 00 00 00 00,34,26,DEF
439,0x0051FCBC,"Hmm, so that's it.",28 4D 4D 0C 00 53 4F 00 54 48 41 54 07 53 00 49 54 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,34,18,DEF
440,0x0051FCDE,I'm not too sure but[A9],29 07 4D 00 4E 4F 54 00 54 4F 4F 00 53 55 52 45 00 42 55 54 A9 FF 00 00 00 00 00 00 00 00 00 00 00 00,34,24,DEF
441,0x0051FD00,I've got the wrong person.,29 07 56 45 00 47 4F 54 00 54 48 45 00 57 52 4F 4E 47 00 50 45 52 53 4F 4E 0E FF 00 00 00 00 00 00 00,34,26,DEF
442,0x0051FD22,This should be okay.,34 48 49 53 00 53 48 4F 55 4C 44 00 42 45 00 4F 4B 41 59 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00,34,20,DEF
443,0x0051FD44,Not quite ready yet.,2E 4F 54 00 51 55 49 54 45 00 52 45 41 44 59 00 59 45 54 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00,34,20,DEF
444,0x0051FD66,It isn't me.,29 54 00 49 53 4E 07 54 00 4D 45 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,34,12,DEF
445,0x0051FD88,"Right, I've got it!",32 49 47 48 54 0C 00 29 07 56 45 00 47 4F 54 00 49 54 01 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00,34,19,DEF
446,0x0051FDAA,I don't get it.,29 00 44 4F 4E 07 54 00 47 45 54 00 49 54 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,34,15,DEF
447,0x0051FDCC,It has nothing to do with me.,29 54 00 48 41 53 00 4E 4F 54 48 49 4E 47 00 54 4F 00 44 4F 00 57 49 54 48 00 4D 45 0E FF 00 00 00 00,34,29,DEF
448,0x0051FDEE,Cool! This should do it!,23 4F 4F 4C 01 00 34 48 49 53 00 53 48 4F 55 4C 44 00 44 4F 00 49 54 01 FF 00 00 00 00 00 00 00 00 00,34,24,DEF
449,0x0051FE10,Nope! I don't get it!,2E 4F 50 45 01 00 29 00 44 4F 4E 07 54 00 47 45 54 00 49 54 01 FF 00 00 00 00 00 00 00 00 00 00 00 00,34,21,DEF
450,0x0051FE32,"Oh wow, I'm totally clueless!",2F 48 00 57 4F 57 0C 00 29 07 4D 00 54 4F 54 41 4C 4C 59 00 43 4C 55 45 4C 45 53 53 01 FF 00 00 00 00,34,29,DEF
451,0x0051FE54,I'm getting less human[A9],29 07 4D 00 47 45 54 54 49 4E 47 00 4C 45 53 53 00 48 55 4D 41 4E A9 FF 00 00 00 00 00 00 00 00 00 00,34,26,DEF
452,0x0051FE76,I'm still not ready.,29 07 4D 00 53 54 49 4C 4C 00 4E 4F 54 00 52 45 41 44 59 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00,34,20,DEF
453,0x0051FE98,It has nothing to do with me.,29 54 00 48 41 53 00 4E 4F 54 48 49 4E 47 00 54 4F 00 44 4F 00 57 49 54 48 00 4D 45 0E FF 00 00 00 00,34,29,DEF
454,0x0051FEBA,Hey I like this! Lemme use it!,28 45 59 00 29 00 4C 49 4B 45 00 54 48 49 53 01 00 2C 45 4D 4D 45 00 55 53 45 00 49 54 01 FF 00 00 00,34,30,DEF
455,0x0051FEDC,Hmph. Don't quite get it but[A9],28 4D 50 48 0E 00 24 4F 4E 07 54 00 51 55 49 54 45 00 47 45 54 00 49 54 00 42 55 54 A9 FF 00 00 00 00,34,32,DEF
456,0x0051FEFE,Not me! Give it to someone else!,2E 4F 54 00 4D 45 01 00 27 49 56 45 00 49 54 00 54 4F 00 53 4F 4D 45 4F 4E 45 00 45 4C 53 45 01 FF 00,34,32,DEF
457,0x0051FF20,It's got nothing to do with me.,29 54 07 53 00 47 4F 54 00 4E 4F 54 48 49 4E 47 00 54 4F 00 44 4F 00 57 49 54 48 00 4D 45 0E FF 00 00,34,31,DEF
458,0x005206B8,Cloud,23 4C 4F 55 44 FF 00 00 00 00 00 00,12,5,DEF
459,0x005206C4,Barret,22 41 52 52 45 54 FF 00 00 00 00 00,12,6,DEF
460,0x005206D0,Tifa,34 49 46 41 FF 00 00 00 00 00 00 00,12,4,DEF
461,0x005206DC,Aeris,21 45 52 49 53 FF 00 00 00 00 00 00,12,5,DEF
462,0x005206E8,Red XIII,32 45 44 00 38 29 29 29 FF 00 00 00,12,8,DEF
463,0x005206F4,Yuffie,39 55 46 46 49 45 FF 00 00 00 00 00,12,6,DEF
464,0x00520700,䄣呉㌀呉ｈ,23 41 49 54 00 33 49 54 48 FF 00 00,12,5,UNICODE
465,0x0052070C,䤶䍎久ｔ,36 49 4E 43 45 4E 54 FF 00 00 00 00,12,4,UNICODE
466,0x00520718,䤣ｄ,23 49 44 FF 00 00 00 00 00 00 00 00,12,2,UNICODE
467,0x00520724,䠣䍏ｏ,23 48 4F 43 4F FF 00 00 00 00 00 00,12,3,UNICODE
468,0x00520748,倳䍁ｅ,33 50 41 43 45 FF 00 00,8,3,UNICODE
469,0x00520750,䔤䕌䕔ÿ,24 45 4C 45 54 45 FF 00,8,4,UNICODE
470,0x00520758,䔳䕌呃ÿ,33 45 4C 45 43 54 FF 00,8,4,UNICODE
471,0x00520760,䔤䅆䱕ｔ,24 45 46 41 55 4C 54 FF,8,4,UNICODE
472,0x00520768,䄣䍎䱅ÿ,23 41 4E 43 45 4C FF 00,8,4,UNICODE
473,0x00520770,[UNICODE:21],21,1,12,UNICODE
474,0x00520771,[UNICODE:22],22,1,12,UNICODE
475,0x00520772,[UNICODE:23],23,1,12,UNICODE
476,0x00520773,[UNICODE:24],24,1,12,UNICODE
477,0x00520774,[UNICODE:25],25,1,12,UNICODE
478,0x00520775,[UNICODE:26],26,1,12,UNICODE
479,0x00520776,[UNICODE:27],27,1,12,UNICODE
480,0x00520777,[UNICODE:28],28,1,12,UNICODE
481,0x00520778,[UNICODE:29],29,1,12,UNICODE
482,0x00520779,[UNICODE:2a],2A,1,12,UNICODE
483,0x0052077A,[UNICODE:2b],2B,1,12,UNICODE
484,0x0052077B,[UNICODE:2c],2C,1,12,UNICODE
485,0x0052077C,[UNICODE:2d],2D,1,12,UNICODE
486,0x0052077D,[UNICODE:2e],2E,1,12,UNICODE
487,0x0052077E,[UNICODE:2f],2F,1,12,UNICODE
488,0x0052077F,[UNICODE:30],30,1,12,UNICODE
489,0x00520780,[UNICODE:31],31,1,12,UNICODE
490,0x00520781,[UNICODE:32],32,1,12,UNICODE
491,0x00520782,[UNICODE:33],33,1,12,UNICODE
492,0x00520783,[UNICODE:34],34,1,12,UNICODE
493,0x00520784,[UNICODE:35],35,1,12,UNICODE
494,0x00520785,[UNICODE:36],36,1,12,UNICODE
495,0x00520786,[UNICODE:37],37,1,12,UNICODE
496,0x00520787,[UNICODE:38],38,1,12,UNICODE
497,0x00520788,[UNICODE:39],39,1,12,UNICODE
498,0x00520789,[UNICODE:3a],3A,1,12,UNICODE
499,0x0052078A,[UNICODE:0c],0C,1,12,UNICODE
500,0x0052078B,[UNICODE:0e],0E,1,12,UNICODE
501,0x0052078C,[UNICODE:0b],0B,1,12,UNICODE
502,0x0052078D,[UNICODE:0d],0D,1,12,UNICODE
503,0x0052078E,[UNICODE:41],41,1,12,UNICODE
504,0x0052078F,[UNICODE:42],42,1,12,UNICODE
505,0x00520790,[UNICODE:43],43,1,12,UNICODE
506,0x00520791,[UNICODE:44],44,1,12,UNICODE
507,0x00520792,[UNICODE:45],45,1,12,UNICODE
508,0x00520793,[UNICODE:46],46,1,12,UNICODE
509,0x00520794,[UNICODE:47],47,1,12,UNICODE
510,0x00520795,[UNICODE:48],48,1,12,UNICODE
511,0x00520796,[UNICODE:49],49,1,12,UNICODE
512,0x00520797,[UNICODE:4a],4A,1,12,UNICODE
513,0x00520798,[UNICODE:4b],4B,1,12,UNICODE
514,0x00520799,[UNICODE:4c],4C,1,12,UNICODE
515,0x0052079A,[UNICODE:4d],4D,1,12,UNICODE
516,0x0052079B,[UNICODE:4e],4E,1,12,UNICODE
517,0x0052079C,[UNICODE:4f],4F,1,12,UNICODE
518,0x0052079D,[UNICODE:50],50,1,12,UNICODE
519,0x0052079E,[UNICODE:51],51,1,12,UNICODE
520,0x0052079F,[UNICODE:52],52,1,12,UNICODE
521,0x005207A0,[UNICODE:53],53,1,12,UNICODE
522,0x005207A1,[UNICODE:54],54,1,12,UNICODE
523,0x005207A2,[UNICODE:55],55,1,12,UNICODE
524,0x005207A3,[UNICODE:56],56,1,12,UNICODE
525,0x005207A4,[UNICODE:57],57,1,12,UNICODE
526,0x005207A5,[UNICODE:58],58,1,12,UNICODE
527,0x005207A6,[UNICODE:59],59,1,12,UNICODE
528,0x005207A7,[UNICODE:5a],5A,1,12,UNICODE
529,0x005207A8,[UNICODE:1a],1A,1,12,UNICODE
530,0x005207A9,[UNICODE:1b],1B,1,12,UNICODE
531,0x005207AC,[UNICODE:10],10,1,12,UNICODE
532,0x005207AD,1,11,1,1,DEF
533,0x005207AE,2,12,1,1,DEF
534,0x005207AF,3,13,1,1,DEF
535,0x005207B0,4,14,1,1,DEF
536,0x005207B1,5,15,1,1,DEF
537,0x005207B2,6,16,1,1,DEF
538,0x005207B3,7,17,1,1,DEF
539,0x005207B4,8,18,1,1,DEF
540,0x005207B5,9,19,1,1,DEF
541,0x005213D8,Ability list,21 42 49 4C 49 54 59 00 4C 49 53 54 FF 00 00 00 00 00 00 00,20,12,DEF
542,0x005213EC,Equip effect,25 51 55 49 50 00 45 46 46 45 43 54 FF 00 00 00 00 00 00 00,20,12,DEF
543,0x0052143C,AP,21 30 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,2,DEF
544,0x00521450,To next level,34 4F 00 4E 45 58 54 00 4C 45 56 45 4C FF 00 00 00 00 00 00,20,13,DEF
545,0x00521464,MASTER,2D 21 33 34 25 32 FF 00 00 00 00 00 00 00 00 00 00 00 00 00,20,6,DEF
546,0x005214DC,Dexterity,24 45 58 54 45 52 49 54 59 FF 00 00 00 00 00 00 00 00 00 00,20,9,DEF
547,0x005214F0,Cover,23 4F 56 45 52 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,5,DEF
548,0x00521504,Magic,2D 41 47 49 43 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,5,DEF
549,0x00521518,Luck,2C 55 43 4B FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,4,DEF
550,0x0052152C,MASTER,2D 21 33 34 25 32 FF 00 00 00 00 00 00 00 00 00 00 00 00 00,20,6,DEF
551,0x00521540,Strength,33 54 52 45 4E 47 54 48 FF 00 00 00 00 00 00 00 00 00 00 00,20,8,DEF
552,0x00521554,Vitality,36 49 54 41 4C 49 54 59 FF 00 00 00 00 00 00 00 00 00 00 00,20,8,DEF
553,0x00521568,Magic,2D 41 47 49 43 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,5,DEF
554,0x0052157C,Magic def,2D 41 47 49 43 00 44 45 46 FF 00 00 00 00 00 00 00 00 00 00,20,9,DEF
555,0x00521590,Dexterity,24 45 58 54 45 52 49 54 59 FF 00 00 00 00 00 00 00 00 00 00,20,9,DEF
556,0x005215A4,Luck,2C 55 43 4B FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,4,DEF
557,0x005215B8,MaxHP,2D 41 58 28 30 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,5,DEF
558,0x005215CC,MaxMP,2D 41 58 2D 30 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,5,DEF
559,0x005215E0,MaxHPUP,2D 41 58 28 30 35 30 FF 00 00 00 00 00 00 00 00 00 00 00 00,20,7,DEF
560,0x005215F4,MaxMPUP,2D 41 58 2D 30 35 30 FF 00 00 00 00 00 00 00 00 00 00 00 00,20,7,DEF
561,0x00521608,EXP.UP,25 38 30 0E 35 30 FF 00 00 00 00 00 00 00 00 00 00 00 00 00,20,6,DEF
562,0x0052161C,Gil UP,27 49 4C 00 35 30 FF 00 00 00 00 00 00 00 00 00 00 00 00 00,20,6,DEF
563,0x00521630,Encount Down,25 4E 43 4F 55 4E 54 00 24 4F 57 4E FF 00 00 00 00 00 00 00,20,12,DEF
564,0x00521644,Encount Up,25 4E 43 4F 55 4E 54 00 35 50 FF 00 00 00 00 00 00 00 00 00,20,10,DEF
565,0x00521658,Meet Chocobos,2D 45 45 54 00 23 48 4F 43 4F 42 4F 53 FF 00 00 00 00 00 00,20,13,DEF
566,0x0052166C,Pre-emptive,30 52 45 0D 45 4D 50 54 49 56 45 FF 00 00 00 00 00 00 00 00,20,11,DEF
567,0x00521680,Long range attack,2C 4F 4E 47 00 52 41 4E 47 45 00 41 54 54 41 43 4B FF 00 00,20,17,DEF
568,0x00521694,Attack all,21 54 54 41 43 4B 00 41 4C 4C FF 00 00 00 00 00 00 00 00 00,20,10,DEF
569,0x005216A8,Counter attack,23 4F 55 4E 54 45 52 00 41 54 54 41 43 4B FF 00 00 00 00 00,20,14,DEF
570,0x005216F8,A,21 FF,2,1,DEF
571,0x005216FA,D,24 FF,2,1,DEF
572,0x00521700,Buy   Sell     Exit,22 55 59 00 00 00 33 45 4C 4C 00 00 00 00 00 25 58 49 54 FF,20,19,DEF
573,0x00521714,Gil,27 49 4C FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,3,DEF
574,0x00521728,Owned,2F 57 4E 45 44 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,5,DEF
575,0x0052173C,Equipped,25 51 55 49 50 50 45 44 FF 00 00 00 00 00 00 00 00 00 00 00,20,8,DEF
576,0x00521750,Total,34 4F 54 41 4C FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,5,DEF
577,0x00521764,How many,28 4F 57 00 4D 41 4E 59 FF 00 00 00 00 00 00 00 00 00 00 00,20,8,DEF
578,0x00521778,Item      Materia,29 54 45 4D 00 00 00 00 00 00 2D 41 54 45 52 49 41 FF 00 00,20,17,DEF
579,0x0052178C,Gil remaining,27 49 4C 00 52 45 4D 41 49 4E 49 4E 47 FF 00 00 00 00 00 00,20,13,DEF
580,0x005217A0,Price for Master,30 52 49 43 45 00 46 4F 52 00 2D 41 53 54 45 52 FF 00 00 00,20,16,DEF
581,0x005217B4,Price through AP,30 52 49 43 45 00 54 48 52 4F 55 47 48 00 21 30 FF 00 00 00,20,16,DEF
582,0x0052196A,Nothing,2E 4F 54 48 49 4E 47 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00,22,7,DEF
583,0x00521980,Normal,2E 4F 52 4D 41 4C FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,22,6,DEF
584,0x00521996,Double,24 4F 55 42 4C 45 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,22,6,DEF
585,0x005219AC,Triple,34 52 49 50 4C 45 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,22,6,DEF
586,0x005219DC,Weapon Shop,37 45 41 50 4F 4E 00 33 48 4F 50 FF 00 00 00 00 00 00 00 00,20,11,DEF
587,0x005219F0,Item Shop,29 54 45 4D 00 33 48 4F 50 FF 00 00 00 00 00 00 00 00 00 00,20,9,DEF
588,0x00521A04,Materia Shop,2D 41 54 45 52 49 41 00 33 48 4F 50 FF 00 00 00 00 00 00 00,20,12,DEF
589,0x00521A18,General Store,27 45 4E 45 52 41 4C 00 33 54 4F 52 45 FF 00 00 00 00 00 00,20,13,DEF
590,0x00521A2C,Vegetable Store,36 45 47 45 54 41 42 4C 45 00 33 54 4F 52 45 FF 00 00 00 00,20,15,DEF
591,0x00521A40,Accessory Shop,21 43 43 45 53 53 4F 52 59 00 33 48 4F 50 FF 00 00 00 00 00,20,14,DEF
592,0x00521A54,Tool Shop,34 4F 4F 4C 00 33 48 4F 50 FF 00 00 00 00 00 00 00 00 00 00,20,9,DEF
593,0x00521A68,Hotel Shop,28 4F 54 45 4C 00 33 48 4F 50 FF 00 00 00 00 00 00 00 00 00,20,10,DEF
594,0x00521A80,Welcome!,37 45 4C 43 4F 4D 45 01 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,46,8,DEF
595,0x00521AAE,What would you like to buy?,37 48 41 54 00 57 4F 55 4C 44 00 59 4F 55 00 4C 49 4B 45 00 54 4F 00 42 55 59 1F FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,46,27,DEF
596,0x00521ADC,How many would you like?!,28 4F 57 00 4D 41 4E 59 00 57 4F 55 4C 44 00 59 4F 55 00 4C 49 4B 45 1F 01 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,46,25,DEF
597,0x00521B0A,What would you like to sell?!,37 48 41 54 00 57 4F 55 4C 44 00 59 4F 55 00 4C 49 4B 45 00 54 4F 00 53 45 4C 4C 1F 01 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,46,29,DEF
598,0x00521B38,How many would you like to sell?!,28 4F 57 00 4D 41 4E 59 00 57 4F 55 4C 44 00 59 4F 55 00 4C 49 4B 45 00 54 4F 00 53 45 4C 4C 1F 01 FF 00 00 00 00 00 00 00 00 00 00 00 00,46,33,DEF
599,0x00524160,Load,2C 4F 41 44 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,4,DEF
600,0x00524184,Select a save data file.,33 45 4C 45 43 54 00 41 00 53 41 56 45 00 44 41 54 41 00 46 49 4C 45 0E FF 00 00 00 00 00 00 00 00 00 00 00,36,24,DEF
601,0x005241A8,Select a save game.,33 45 4C 45 43 54 00 41 00 53 41 56 45 00 47 41 4D 45 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,19,DEF
602,0x00524238,Loading. Please wait.,2C 4F 41 44 49 4E 47 0E 00 30 4C 45 41 53 45 00 57 41 49 54 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,21,DEF
603,0x0052425C,Saving. Please wait.,33 41 56 49 4E 47 0E 00 30 4C 45 41 53 45 00 57 41 49 54 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,20,DEF
604,0x00524280,EMPTY,25 2D 30 34 39 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,5,DEF
605,0x005242A4,GAME,27 21 2D 25 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,4,DEF
606,0x005242C8,Continue?,23 4F 4E 54 49 4E 55 45 1F FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,9,DEF
607,0x00524310,Checking Save Data File.,23 48 45 43 4B 49 4E 47 00 33 41 56 45 00 24 41 54 41 00 26 49 4C 45 0E FF 00 00 00 00 00 00 00 00 00 00 00,36,24,DEF
608,0x00524334,01,10 11 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,2,DEF
609,0x00524358,02,10 12 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,2,DEF
610,0x0052437C,03,10 13 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,2,DEF
611,0x005243A0,04,10 14 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,2,DEF
612,0x005243C4,05,10 15 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,2,DEF
613,0x005243E8,06,10 16 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,2,DEF
614,0x0052440C,07,10 17 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,2,DEF
615,0x00524430,08,10 18 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,2,DEF
616,0x00524454,09,10 19 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,2,DEF
617,0x00524478,10,11 10 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,2,DEF
618,0x0052449C,11,11 11 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,2,DEF
619,0x005244C0,12,11 12 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,2,DEF
620,0x005244E4,13,11 13 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,2,DEF
621,0x00524508,14,11 14 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,2,DEF
622,0x0052452C,15,11 15 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,2,DEF
623,0x00524550,Saved.,33 41 56 45 44 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,6,DEF
624,0x00524574,Could not save.,23 4F 55 4C 44 00 4E 4F 54 00 53 41 56 45 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,15,DEF
625,0x00524598,Could not load.,23 4F 55 4C 44 00 4E 4F 54 00 4C 4F 41 44 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,15,DEF
626,0x005245BC,Data is ruined.,24 41 54 41 00 49 53 00 52 55 49 4E 45 44 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,15,DEF
627,0x005245E0,NEW GAME,2E 25 37 00 27 21 2D 25 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,8,DEF
628,0x00524604,Are you sure you want to save?,21 52 45 00 59 4F 55 00 53 55 52 45 00 59 4F 55 00 57 41 4E 54 00 54 4F 00 53 41 56 45 1F FF 00 00 00 00 00,36,30,DEF
629,0x00524628,Yes,39 45 53 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,3,DEF
630,0x0052464C,No,2E 4F FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,2,DEF
631,0x00524698,Completed.,23 4F 4D 50 4C 45 54 45 44 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,48,10,DEF
632,0x00524728,Formatted.,26 4F 52 4D 41 54 54 45 44 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,48,10,DEF
633,0x00524758,Could not format.,23 4F 55 4C 44 00 4E 4F 54 00 46 4F 52 4D 41 54 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,48,17,DEF
634,0x00524788,Not formatted.,2E 4F 54 00 46 4F 52 4D 41 54 54 45 44 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,48,14,DEF
635,0x005247B8,Want to format it now?,37 41 4E 54 00 54 4F 00 46 4F 52 4D 41 54 00 49 54 00 4E 4F 57 1F FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,48,22,DEF
636,0x005247E8,No save data file.,2E 4F 00 53 41 56 45 00 44 41 54 41 00 46 49 4C 45 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,48,18,DEF
637,0x00524818,No save data file.,2E 4F 00 53 41 56 45 00 44 41 54 41 00 46 49 4C 45 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,48,18,DEF
638,0x00524848,This Memory card is damaged and cannot be used.,34 48 49 53 00 2D 45 4D 4F 52 59 00 43 41 52 44 00 49 53 00 44 41 4D 41 47 45 44 00 41 4E 44 00 43 41 4E 4E 4F 54 00 42 45 00 55 53 45 44 0E FF,48,47,DEF
639,0x00524878,Please insert another Memory card.,30 4C 45 41 53 45 00 49 4E 53 45 52 54 00 41 4E 4F 54 48 45 52 00 2D 45 4D 4F 52 59 00 43 41 52 44 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00,48,34,DEF
640,0x005248A8,Not enough space left on save data file.,2E 4F 54 00 45 4E 4F 55 47 48 00 53 50 41 43 45 00 4C 45 46 54 00 4F 4E 00 53 41 56 45 00 44 41 54 41 00 46 49 4C 45 0E FF 00 00 00 00 00 00 00,48,40,DEF
641,0x005248D8,"Use another save data file,",35 53 45 00 41 4E 4F 54 48 45 52 00 53 41 56 45 00 44 41 54 41 00 46 49 4C 45 0C FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,48,27,DEF
