index,raw_offset,text_offset,category,padding_bytes,total_bytes,text_preview
955,0x59940B,0x599418,clean,13,20,Prufen
956,0x59941F,0x599434,clean,21,28,Ordnen
957,0x59943B,0x599450,clean,21,45,Gespeicherte Zahl   /24
958,0x599468,0x59946C,clean,4,7,AP
959,0x59946F,0x599488,clean,25,43,Auf nachste Ebene
960,0x59949A,0x5994A4,clean,10,17,MASTER
961,0x5994AB,0x5994C0,clean,21,28,Ordnen
962,0x5994C7,0x5994DC,clean,21,30,Tauschen
963,0x5994E5,0x5994F8,clean,19,35,Alles entfernen
964,0x599508,0x599514,clean,12,22,Wegwerfen
965,0x59951E,0x599530,empty,18,19,
966,0x599531,0x59954C,clean,27,52,Geschwindigkeit   %HaHER
967,0x599565,0x599568,clean,3,19,Schutz   %HaHER
968,0x599578,0x599584,clean,12,33,Zauberkraft   %HaHER
969,0x599599,0x5995A0,clean,7,22,Gluck   %HaHER
970,0x5995AF,0x5995BC,clean,13,20,MASTER
971,0x5995C3,0x5995D8,clean,21,28,Starke
972,0x5995DF,0x5995F4,clean,21,31,Vitalitat
973,0x5995FE,0x599610,clean,18,25,Zauber
974,0x599617,0x59962C,clean,21,31,Zbrvertdg
975,0x599636,0x599648,clean,18,27,Geschick
976,0x599651,0x599664,clean,19,25,Gluck
977,0x59966A,0x599680,clean,22,28,MAXHP
978,0x599686,0x59969C,clean,22,28,MAXMP
979,0x5996A2,0x5996B8,clean,22,28,MAXHP
980,0x5996BE,0x5996D4,clean,22,28,MAXMP
981,0x5996DA,0x5996F0,clean,22,29,EXP.UP
982,0x5996F7,0x59970C,clean,21,28,Gil UP
983,0x599713,0x599728,clean,21,33,Treffen - %
984,0x599734,0x599744,clean,16,28,Treffen + %
985,0x599750,0x599760,clean,16,32,Chocobo treffen
986,0x599770,0x59977C,clean,12,28,Praventivm. + %
987,0x59978C,0x599798,clean,12,24,Fernangriff
988,0x5997A4,0x5997B4,clean,16,31,Alle angreifen
989,0x5997C3,0x5997D0,clean,13,26,Gegenangriff
990,0x5997DD,0x5997EC,clean,15,30,Alle angreifen
991,0x5997FB,0x599808,clean,13,31,Standiger Angriff
992,0x59981A,0x599824,clean,10,25,HP/MP-nderung
993,0x599833,0x599840,clean,13,20,Kaufen
994,0x599847,0x59985E,clean,23,33,Verkaufen
995,0x599868,0x59987C,clean,20,28,Beenden
996,0x599884,0x59989A,clean,22,29,Objekt
997,0x5998A1,0x5998B8,clean,23,31,Materia
998,0x5998C0,0x5998D8,clean,24,49,Kaufen Verkaufen Beenden
999,0x5998F1,0x5998F8,clean,7,11,Gil
1000,0x5998FC,0x599918,clean,28,35,Besitz
1001,0x59991F,0x599938,clean,25,37,Ausstattung
1002,0x599944,0x599958,clean,20,27,Gesamt
1003,0x59995F,0x599978,clean,25,33,Wieviel
1004,0x599980,0x599998,clean,24,42,Objekt    Materia
1005,0x5999AA,0x5999B8,clean,14,25,Ubrige Gil
1006,0x5999C3,0x5999D8,clean,21,38,Preis fur Master
1007,0x5999E9,0x5999F8,clean,15,30,Preis durch AP
1008,0x599A07,0x599A18,clean,17,22,Waf.
1009,0x599A1D,0x599A2E,clean,17,22,Rus.
1010,0x599A33,0x599A44,clean,17,22,Zub.
1011,0x599A49,0x599A5A,clean,17,22,Zub.
1012,0x599A5F,0x599A70,clean,17,24,Starke
1013,0x599A77,0x599A86,clean,15,24,Geschick
1014,0x599A8F,0x599A9C,clean,13,22,Vitalita
1015,0x599AA5,0x599AB2,clean,13,20,Zauber
1016,0x599AB9,0x599AC8,clean,15,21,Moral
1017,0x599ACE,0x599ADE,clean,16,22,Gluck
1018,0x599AE4,0x599AF4,clean,16,26,Angreifen
1019,0x599AFE,0x599B0A,clean,12,24,Angreifen %
1020,0x599B16,0x599B20,clean,10,22,Verteidigen
1021,0x599B2C,0x599B36,clean,10,24,Verteidigen %
1022,0x599B44,0x599B4C,clean,8,17,Zbrangrf
1023,0x599B55,0x599B62,clean,13,23,Zbrvertdg
1024,0x599B6C,0x599B78,clean,12,24,Zbrvertdg %
1025,0x599B84,0x599B8E,clean,10,19,Schlitz:
1026,0x599B97,0x599BA4,clean,13,26,Verstarkung:
1027,0x599BB1,0x599BBA,clean,9,15,Keine
1028,0x599BC0,0x599BD0,clean,16,23,Normal
1029,0x599BD7,0x599BE6,clean,15,23,Doppelt
1030,0x599BEE,0x599BFC,clean,14,23,Dreifach
1031,0x599C05,0x599C14,empty,15,17,A
1032,0x599C16,0x599C16,empty,0,2,V
1033,0x599C18,0x599C18,clean,0,12,Objektladen
1034,0x599C24,0x599C40,clean,28,43,Waffengeschaft
1035,0x599C4F,0x599C68,clean,25,37,Objektladen
1036,0x599C74,0x599C90,clean,28,42,Materia-Laden
1037,0x599C9E,0x599CB8,clean,26,40,Gemischtwaren
1038,0x599CC6,0x599CE0,clean,26,38,Gemuseladen
1039,0x599CEC,0x599D08,clean,28,41,Zubehorladen
1040,0x599D15,0x599D30,clean,27,41,Werkzeugladen
1041,0x599D3E,0x599D58,clean,26,41,Souvenierladen
1042,0x599D67,0x599D80,clean,25,37,Willkommen!
1043,0x599D8C,0x599DAE,clean,34,58,Was mochtest du kaufen?
1044,0x599DC6,0x599DDC,clean,22,49,Wie viele willst du davon?
1045,0x599DF7,0x599E0A,clean,19,46,Was mochtest du verkaufen?
1046,0x599E25,0x599E38,clean,19,50,Wie viele willst du verkaufen?
1047,0x599E57,0x599E66,clean,15,22,Danke!
1048,0x599E6D,0x599E94,clean,39,46,Danke!
1049,0x599E9B,0x599EC2,clean,39,65,Du hast nicht genug Geld!
1050,0x599EDC,0x599EF0,empty,20,21,
1051,0x599EF1,0x599F4C,clean,91,102,Guten Tag!
1052,0x599F57,0x599F7A,clean,35,65,Wie kann ich behilflich sein?
1053,0x599F98,0x599FA8,clean,16,43,Wie viele willst du davon?
1054,0x599FC3,0x599FD6,clean,19,45,Hast du was zu verkaufen?
1055,0x599FF0,0x59A004,clean,20,41,Wie viele willst du?
1056,0x59A019,0x59A032,clean,25,38,Vielen Dank!
1057,0x59A03F,0x59A060,clean,33,68,Ihr werdet doch alle zuruckkommen!
1058,0x59A083,0x59A08E,clean,11,56,Soll das ein Witz sein? Das ist nicht genug!
1059,0x59A0BB,0x59A0BC,empty,1,2,
1060,0x59A0BD,0x59A118,unknown,91,8092,! #     !!             4                                                        
1061,0x59C158,0x59C158,unknown,0,181,`?  `?  @n  @n  Z  !   !   !   !   !   !   !   !   !   !   !   #  !   !   !   ! 
1062,0x59C218,0x59C218,unknown,0,173,"!   x""  x""  %  x""  ""  %  +  +  n7  3  0G  %  `?  0G      @n  n7          HC  !  "
1063,0x59C359,0x59C35C,empty,3,4,
1064,0x59C360,0x59C364,unknown,4,262,"!S   S ""S   ~ !   M!""           U ""S !~    O u PS   S ""! ! t g!}  v   S ""~    ""S"
1065,0x59C466,0x59C488,clean,34,69,Wahlen Sie eine Speicherdatei aus.
1066,0x59C4AB,0x59C4B0,clean,5,41,Wahlen Sie einen Speicherblock aus.
1067,0x59C4D4,0x59C4D8,clean,4,17,STECKPLATZ 1
1068,0x59C4E5,0x59C500,clean,27,40,STECKPLATZ 2
1069,0x59C50D,0x59C528,clean,27,37,Wirklich?
1070,0x59C532,0x59C550,clean,30,58,Bin am Laden. Bitte warten
1071,0x59C56C,0x59C578,clean,12,42,Bin am Sichern. Bitte warten
1072,0x59C596,0x59C5A0,clean,10,15,LEER
1073,0x59C5A5,0x59C5C8,clean,35,41,BLOCK
1074,0x59C5CE,0x59C5F0,clean,34,42,Weiter?
1075,0x59C5F8,0x59C618,unknown,32,36,/15
1076,0x59C61C,0x59C640,clean,36,64,Uberprufe Spielstandsdatei
1077,0x59C65C,0x59C668,empty,12,15,01
1078,0x59C66B,0x59C690,empty,37,40,02
1079,0x59C693,0x59C6B8,empty,37,40,03
1080,0x59C6BB,0x59C6E0,empty,37,40,04
1081,0x59C6E3,0x59C708,empty,37,40,05
1082,0x59C70B,0x59C730,empty,37,40,06
1083,0x59C733,0x59C758,empty,37,40,07
1084,0x59C75B,0x59C780,empty,37,40,08
1085,0x59C783,0x59C7A8,empty,37,40,09
1086,0x59C7AB,0x59C7D0,empty,37,40,10
1087,0x59C7D3,0x59C7F8,empty,37,40,11
1088,0x59C7FB,0x59C820,empty,37,40,12
1089,0x59C823,0x59C848,empty,37,40,13
1090,0x59C84B,0x59C870,empty,37,40,14
1091,0x59C873,0x59C898,empty,37,40,15
1092,0x59C89B,0x59C8C0,clean,37,50,Gespeichert.
1093,0x59C8CD,0x59C8E8,clean,27,52,Speichern nicht moglich.
1094,0x59C901,0x59C910,clean,15,36,Laden nicht moglich.
1095,0x59C925,0x59C938,clean,19,40,Daten sind zerstort.
1096,0x59C94D,0x59C960,clean,19,31,NEUES SPIEL
1097,0x59C96C,0x59C988,clean,28,48,Wirklich speichern?
1098,0x59C99C,0x59C9B0,clean,20,23,Ja
1099,0x59C9B3,0x59C9D8,clean,37,42,Nein
1100,0x59C9DD,0x59CA00,clean,35,44,Beendet.
1101,0x59CA09,0x59CA42,empty,57,58,
1102,0x59CA43,0x59CA84,empty,65,66,
1103,0x59CA85,0x59CAC6,clean,65,76,Formatiert
1104,0x59CAD1,0x59CB08,clean,55,82,Formatierung nicht moglich
1105,0x59CB23,0x59CB4A,clean,39,56,Nicht formatiert
1106,0x59CB5B,0x59CB8C,clean,49,68,Jetzt formatieren?
1107,0x59CB9F,0x59CBCE,clean,47,73,Memory Card wird gepruft.
1108,0x59CBE8,0x59CC10,clean,40,64,Keine Spielstandsdatei.
1109,0x59CC28,0x59CC52,clean,42,108,Diese Memory Card ist beschadigt und kann nicht verwendet werden.
1110,0x59CC94,0x59CC94,clean,0,29,Andere Memory Card einlegen.
1111,0x59CCB1,0x59CCD6,clean,37,86,Nicht genug Platz in der Spielstandsdatei ubrig.
1112,0x59CD07,0x59CD18,clean,17,65,Bitte benutzen Sie eine andere Spielstandsdatei
1113,0x59CD48,0x59CD5A,clean,18,62,oder loschen Sie 1 Block gesicherter Daten.
1114,0x59CD86,0x59CD9C,empty,22,23,
1115,0x59CD9D,0x59CDDE,empty,65,66,
1116,0x59CDDF,0x59CE20,clean,65,86,Lesen nicht moglich.
1117,0x59CE35,0x59CE62,clean,45,61,Spiel beginnen?
1118,0x59CE72,0x59CEA4,empty,50,53,
1119,0x59CEA7,0x59CEE6,empty,63,66,
1120,0x59CEE9,0x59CF28,empty,63,66,
1121,0x59CF2B,0x59CF6A,empty,63,64,
1122,0x59CF6B,0x59CFB0,clean,69,126,Kann Speicherpuffer der Spielstandsdatei nicht zuordnen!
1123,0x59CFE9,0x59CFEC,clean,3,31,Ungultige Spielstandsdatei!
1124,0x59D008,0x59D028,clean,32,48,Spielstand 1
1125,0x59D038,0x59D03C,clean,4,20,Spielstand 2
1126,0x59D04C,0x59D050,clean,4,20,Spielstand 3
1127,0x59D060,0x59D064,clean,4,20,Spielstand 4
1128,0x59D074,0x59D078,clean,4,20,Spielstand 5
1129,0x59D088,0x59D08C,clean,4,20,Spielstand 6
1130,0x59D09C,0x59D0A0,clean,4,20,Spielstand 7
1131,0x59D0B0,0x59D0B4,clean,4,20,Spielstand 8
1132,0x59D0C4,0x59D0C8,clean,4,20,Spielstand 9
1133,0x59D0D8,0x59D0DC,clean,4,18,Spielstand 10
1134,0x59D0EA,0x59D0F0,unknown,6,92,"!)  m t!v L!S     ""  % j G  K  :     `!e +! e e   [!  c V C v r  m"
1135,0x59D14C,0x59D14C,empty,0,2,
1136,0x59D150,0x59D150,clean,0,6,Level
1137,0x59D156,0x59D158,developer,2,139,p  @  cZ|ffW|ooa|iai|gaoiai|iiaaiaiNann cZ|ffW|ooa|iai|gaoiai|iiaaiaiNann Eooa°a
1138,0x59D1E1,0x59D1F0,unknown,15,136,oooo                  _ni•     aio             oei             oai             a
1139,0x59D26A,0x59D26A,clean,0,9,UeA/
1140,0x59D273,0x59D273,unknown,0,38,"_      _($((($(( $,( $,("
1141,0x59D299,0x59D299,empty,0,10,u
1142,0x59D2A4,0x59D2A4,clean,0,17,Uo-`
1143,0x59D2B6,0x59D2B6,unknown,0,229,"-`Vc,9_      _#aPSn         !4 AM }J aJ aN       %aoaiR       ""0 Q oR J uR uR uR"
1144,0x59D39C,0x59D39C,unknown,0,276,u^ ^ ^ ^ ^ ^ ^ ^ ^ ._ 3_ I_ N_ j_ z_ i_ ss_ _ _ _ _ _ _ .` B` b` g` a` U` ` ` ` 
1145,0x59D4B6,0x59D4B6,unknown,0,1703,u      0        4    =    :    ;    ?    3    A    .    -    /    0    %   PS > 
1146,0x59DB5D,0x59DB5D,empty,0,24,
1147,0x59DB75,0x59DB75,empty,0,84,
1148,0x59DBC9,0x59DBC9,empty,0,16,
1149,0x59DBD9,0x59DBD9,empty,0,36,
